compound_stem,SMILES,u1,u2,u3
K40911016,Fc1ccc(cc1)S(=O)(=O)c1snnc1-c1ccccc1,1.6486962,2.3827744,8.32832
K40918480,Oc1c2CCCCc2nn1-c1ccccc1,-0.03656212,0.089632116,2.5058675
K40921138,CN1CCN(CC1)c1nc2n(C)c(=O)n(C)c(=O)c2n1CCSc1nccc(C)n1,-0.5261482,2.9064937,4.639029
K40921224,CCSc1nnc(CNC(=O)C23CC4CC(CC(C4)C2)C3)n1C1CCCCC1,-0.07793514,-0.031908784,2.6898234
K40921890,CC(=O)Nc1scc(C)c1-c1nc2ccccc2s1,-0.4160395,-0.48451436,3.30249
K40925952,[O-][N+](=O)c1ccc(s1)N1CCN(Cc2ccccc2)CC1,2.75893,8.042956,-1.2379122
K40927390,CC(=O)N1N=C(OC11CCCC1)c1ccc(Cl)cc1,0.1398095,1.4065827,4.547674
K40931890,Cc1n(Cc2ccc(C)cc2)c(C)c2c1cnn(CC(=O)NCCN1CCOCC1)c2=O,-1.315119,0.97868663,4.844651
K40932108,Cc1ccc(OCC(=O)NCCN2CCN(CC2)C(=O)COc2ccc(C)cc2)cc1,-1.5580822,-0.8207082,2.689445
K40935015,CCC(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#CC1CCCCC1,-0.7833251,1.7394216,6.082275
K40939167,CN(CCc1ccccn1)C(=O)c1cccnc1Oc1ccccc1,-0.3804474,2.919998,7.4235086
K40943243,CC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2S(=O)(=O)c1ccccc1)c1ccccc1,0.5049096,3.4870093,5.486543
K40947156,CCOC(=O)c1c(N)sc2c1CCCC2=O,-1.1899562,0.3946566,3.3866732
K40948660,CN(CC(=O)OCC(=O)N1CCCC1=O)S(=O)(=O)c1ccc(C)cc1,-0.4583533,0.93937975,3.659896
K40953918,O=C(OCc1cncs1)c1ccccc1,-0.40988964,2.2966015,4.8278832
K40953924,[O-][N+](=O)c1cccc(c1)C1=NCCS1,0.6458066,1.7079813,5.4921365
K40956744,CN1CC2(CCN(CC2)C(=O)c2ccc3OCOc3c2)OCC1=O,-1.5471141,-1.011032,2.33514
K40957407,O=S(=O)(N\N=C\c1cccn1-c1ccccc1)c1ccc2ccccc2c1,1.7944697,3.5531175,7.8225837
K40960913,OC[C@@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)c1ccccc1F)c1ccc(cc1)C#Cc1ccccc1,-0.6473626,-2.1413062,1.7147932
K40961223,CCC(=O)N1[C@@H](CO)[C@@H]([C@H]1CN(C(C)C)S(C)(=O)=O)c1ccccc1,-1.3149481,-1.2006466,1.8046384
K40961889,Brc1ccccc1-c1nnc2sc(nn12)-c1ccc2OCCOc2c1,-0.32697213,-1.911985,2.646012
K40963620,OC[C@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c1ccc(F)cc1)c1ccc(cc1)C#CCC1CCCC1,1.470273,3.6745193,9.13231
K40963786,OC[C@@H]1[C@@H]2[C@@H](CNc3ccccc23)N1CC1CCOCC1,12.287499,-1.6254523,4.773159
K40964878,CCS(=O)(=O)N1CC[C@@H](O)[C@@H]1Cc1cnn(C)c1,-0.74410427,-1.3743554,1.2096176
K40965134,O=C(COC(=O)c1cn(nc1-c1cccs1)-c1ccccc1)NC1CC1,-1.2766145,0.7098987,3.0275168
K40970948,COc1ccc(\C=N\NC(=O)CC(=O)NCCc2ccccc2)cc1OC,2.1017237,3.8412585,9.19304
K40973428,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N[C@@H]1CNC(=O)CC1CC1,-0.35871115,-0.1582935,3.265425
K40977306,CN(Cc1cn2CCN(Cc3ccco3)Cc2n1)Cc1ccco1,-0.15521267,0.82007545,3.8454998
K40979877,CSc1nsc(SC)c1NC(=O)N1CCCC1,-0.76399887,0.85397124,5.6373
K40991745,CC(C)CN1CC[C@H]2[C@@H]1CCN2C(=O)Cc1ccsc1,-0.011772538,2.6302793,4.507332
K40995760,Cn1c2nc3N(Cc4ccccc4)CCCn3c2c(=O)n(CCc2ccccc2)c1=O,-0.6170024,-0.7734623,1.7150252
K40998018,CO[C@@H]1CCN(C[C@@H]1Cc1cccc(C)c1)C1CCOCC1,-0.9205067,-2.8959093,0.37344223
K41006170,Cc1ccc(cc1)-c1nc2sc3CCCCc3c2c(=O)n1N,0.2566136,0.32116717,5.8440323
K41006887,OC[C@H]1O[C@@H](CCn2cc(nn2)C2CCCCC2)CC[C@@H]1NC(=O)Nc1ccc(Cl)c(Cl)c1,-1.5251405,-1.0898105,2.4598637
K41008292,COCCn1cnc2nnc3ccc(cc3c12)C(=O)Cc1ccccn1,-0.06559575,0.19402957,2.2025414
K41012013,CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)N1CCCC1=O,-0.4668071,2.7372072,4.9180875
K41014753,COc1ccc(CCNC(=O)CN2CCCc3ccccc23)cc1OC,0.16155834,3.4789505,5.5083723
K41015807,CCOC(=O)c1c[nH]nc1N,0.43688887,0.90004534,6.5376678
K41016205,CC(=O)NCC(=O)N1C[C@H](OCc2cccnc2)[C@@H]2COC[C@H]12,2.8710465,3.363992,8.358247
K41017556,C\C=C\c1ccc2c(O[C@@H](CN(C)Cc3cccc(F)c3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.6201845,0.50494903,3.5728118
K41019762,Cc1cc(nn1CC(=O)NCCc1c[nH]c2ccccc12)[N+]([O-])=O,-0.4436408,-0.31933373,2.8381686
K41022592,COc1ccccc1-c1nnc2SCC(=Nn12)c1ccc2OCOc2c1,0.11135927,-3.045108,1.3089099
K41031417,CCn1nnnc1-c1ccc(OC)c(c1)S(=O)(=O)NCCc1ccccc1,-1.1743085,0.052861396,2.079215
K41032890,CCC(=O)N1[C@@H](CO)[C@H]2[C@@H]1CN(C(=O)c1ccccc1F)c1ccccc21,0.81078464,2.9131756,5.1649027
K41033508,COc1cccc(c1)-c1nnc(NC(=O)c2ccc(Cl)s2)o1,2.7097914,8.301731,-2.000542
K41035516,CCCNC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC1CCCC1,-0.016762964,-1.330051,1.5742812
K41040512,CCC(=O)N1CCCCN2[C@H](CO)[C@H]([C@@H]2C1)c1ccc(cc1)-c1ccc(F)cc1,1.4029093,3.9142134,9.426112
K41041165,CC\C(c1ccccc1)=N/NS(C)(=O)=O,-0.06292358,-3.41474,0.44147214
K41041649,Cc1cccc(N2CCN(CC2)C(=O)CN2C(=O)NC(C)(C)C2=O)c1C,0.9064549,4.0723534,7.93856
K41047035,CO[C@@H]1CCN(C[C@@H]1Cc1ccccc1)C1CCOCC1,-0.28536436,1.6974535,3.5022573
K41047568,COCC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@@H]1C)OC,-0.055970687,-3.207029,0.6397924
K41050963,COc1ccc2c(CC(=O)OCC(=O)c3ccccc3OC)coc2c1,-1.0345365,-0.38644823,3.1244767
K41051126,CN(C(=O)c1cc2CS(=O)(=O)c3ccccc3-c2s1)c1ccccc1F,-1.0972645,-1.6322694,1.4818584
K41052327,COc1ccc(cc1)-c1ccc2N(C)[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)c1ccc2OCOc2c1,12.120121,-1.4265615,4.40587
K41053728,O=C(N1CCN(CC1)c1ccccn1)c1ccc2snnc2c1,0.03394494,-0.25376442,2.4278097
K41055510,CS(=O)(=O)N1CC[C@@H]2C[C@H](O[C@H]2C1)C(=O)N1CCCCO1,0.58483964,1.7847193,4.7196927
K41057974,Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@H](CC(O)=O)CC[C@@H]12,12.116143,-2.3416002,5.2888694
K41058869,COc1ccc(OC)c(NC(=O)c2ccc(nc2)-n2cccn2)c1,-0.06365035,2.1282,4.9865074
K41060064,Cc1ccc2nc(cn2c1)-c1ccc(cc1)S(=O)(=O)N1CCOCC1,-0.121340066,0.76247597,2.8762877
K41060958,O[C@@H]1COC[C@@H]2O[C@H](CC(=O)NCc3ccc(Oc4ccccc4)cc3)CC[C@H]2N(Cc2cc(F)ccc2F)C1,0.6340973,3.8687923,8.393717
K41062613,OC[C@@H]1[C@H]([C@H]2CN(Cc3cccnc3)CCCCN12)c1ccc(cc1)-c1ccccc1F,2.693839,8.196851,-1.8040509
K41063255,CC(C)c1ccc2CC(C)(C)NC(=O)c2c1,-0.79021555,-2.717345,0.66385067
K41065347,COCC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@@H]12)S(=O)(=O)c1ccccc1F,0.49038056,1.8887644,6.885895
K41065720,OC[C@H]1N(C(=O)c2ccncc2)[C@@H]2CN(C(=O)Nc3ccc(F)cc3)c3ccccc3[C@H]12,-0.8211196,1.1995072,4.133871
K41071212,O=C(Nc1ccc2OCOc2c1)N1CCCc2ccccc12,0.8005542,3.3575916,8.413114
K41077803,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)c1ccccn1)C#Cc1cccnc1,1.3369763,3.3598912,7.4214106
K41079010,CCOC(=O)C1(CC2CC2)CCN(Cc2ccc(cc2)C(=O)OC)CC1,1.0316234,4.018345,8.3348
K41079983,O=C(NCc1ccc2OCOc2c1)c1ccc(CN2CCOCC2)cc1,-0.55975956,2.304844,5.960952
K41083423,Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)Nc1cccnc1,-0.4175641,-1.1600574,1.54789
K41084885,CCN1CCN(CC1)S(=O)(=O)c1cccs1,0.94896585,3.8575792,7.2004666
K41085131,COc1ccccc1CNC(=O)CNC(=O)Cn1cnc2ccccc2c1=O,-0.64039445,2.822913,5.028318
K41092581,Cc1nnsc1-c1onc(C)c1C(=O)O\N=C\c1ccc(C)cc1,0.11466093,1.7982848,3.5902436
K41094379,C[C@H](NC(=O)N1CCn2c1nc1ccccc21)C(=O)NC1CC1,0.82032394,1.62721,5.054848
K41099118,O=C(Cc1cccs1)Nc1ccccn1,-0.52214146,-0.06952001,1.7457515
K41099815,CCn1cnc2sc(C(=O)Nc3ccccc3OC)c(C)c2c1=O,-0.2845972,2.646856,5.8746886
K41102552,CCn1c2ccccc2c2cc(NC(=O)CNCc3ccccc3OC)ccc12,0.70604616,2.097151,5.9441996
K41103300,O=C(N1CCc2ccccc2C1)c1cc(on1)-c1ccco1,-0.667742,-1.6084896,2.1943195
K41116456,COCCn1c(C)cc(c1C)C1=NN=C(Nc2ccccc2)SC1,0.7022383,2.5340717,5.927847
K41120089,CCC(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCc3cc(F)cc(F)c3)CC[C@H]12,-1.3729309,0.24694343,1.8375242
K41121366,c1ccc(\C=C\c2nc(no2)-c2ccccc2)cc1,-0.6248304,1.6834202,3.4584641
K41122751,CCC(=O)NC[C@H]1[C@H]([C@H](CO)N1C(=O)C1CC1)c1ccc(cc1)C1=CCCC1,12.036548,-2.2250428,5.0824366
K41129089,COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(C)CC3)C(=O)Nc3ccc(F)cc3)n(C)c2c1,1.0553724,1.7812665,5.632594
K41129827,CSCC[C@H](NC(=O)NCc1ccccc1F)C(O)=O,0.757879,1.2671217,4.734813
K41135141,FC(F)c1nc2ccccc2[nH]1,0.6397376,3.886639,7.4534535
K41136351,Cc1ncc(c(n1)-c1ccccc1)S(=O)(=O)c1ccccc1,-1.0137627,1.9314365,5.069365
K41137945,[O-][N+](=O)c1ncn(CCCC(=O)Nc2cccc3ccccc23)n1,-0.5198699,-1.4098184,0.8122792
K41138144,COCC(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccncc1,1.0648917,3.7336466,7.1176276
K41139567,COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1ccc2OCOc2c1,1.4763715,3.4973485,9.763503
K41140366,O=C(COc1ccc(cc1)C#N)NCCc1ccccn1,0.22055595,-0.8777567,2.6419506
K41144148,COc1ccc(OCC(=O)c2c[nH]c3ccccc23)cc1,-0.83792704,-2.7429216,0.64392936
K41145357,CCCCN(C)C(=O)c1cc(cn1CC1CC1)-c1cnc(nc1)N1CCOCC1,-0.22044183,0.23061517,2.3386009
K41151242,CCCC(=O)NC1C2CC3CC(C2)CC1C3,-0.08116174,-1.4215482,2.053767
K41152989,Cc1csc(NC(=O)CCn2c3ccccc3oc2=O)n1,-1.1224997,1.4073429,3.506169
K41160047,COCC(=O)N1C[C@]2(CCN(CC2)S(C)(=O)=O)c2c([C@@H]1CO)n(C)c1cc(OC)ccc21,0.77175736,1.859475,5.769322
K41160163,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,-0.30503273,3.2615125,6.449371
K41163451,CN(C)CCCNc1ncnc2n(CCc3ccccc3)c(C)c(C)c12,-0.7864749,0.8699717,3.5650008
K41164907,O=C(CCCc1ccccc1)NCc1cn2ccsc2n1,-0.22704372,0.057804607,2.864686
K41166617,CCOC(=O)c1[nH]c(C)c(C(=O)NC(C)(C)C)c1C,-1.3428394,1.2196355,4.8673058
K41168873,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCCN3CCCCC3)CC[C@@H]2N(C1)C(=O)c1ccc2OCOc2c1,-0.8468765,0.92706525,3.3683405
K41170249,CCNC(=O)OCC12CC3CC(CC(C3)C1)C2,0.90059143,2.9501393,6.3555264
K41173877,O=C(Nc1nc(cs1)-c1ccccn1)c1cccc(c1)-n1cnnn1,2.6984873,8.063723,-1.4267176
K41175921,CCn1c(SCc2nc3ccccc3[nH]2)nnc1-c1cnccn1,1.2507534,4.141139,8.918352
K41176187,Cn1cccc1C(=O)N1CCC2(CCC(=O)N2Cc2ccncc2)CC1,0.08893001,2.963592,5.505743
K41177488,OC[C@@H]1O[C@@H](CC(=O)NC2CCCC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)NC3CCCC3)cc21,2.4867072,3.9541478,9.848762
K41178562,CN(C)C(=O)c1cccc(c1)-c1ccc2N[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)Cc1ccccc1,12.091808,-1.6489155,4.5911083
K41183899,CCCn1nc(C(=O)NC2CCCC2)c2ccccc2c1=O,0.60739714,3.8776255,6.571872
K41185545,COC([C@H](Oc1nc(C)cc(C)n1)C(O)=O)(c1ccccc1)c1ccccc1,1.1646497,3.973796,8.280952
K41190352,Fc1cccc(CN2CC[C@H]3OCC[C@H]([C@@H]3C2)C(=O)N2CCCO2)c1,-0.77137977,2.471333,6.169205
K41192068,OC[C@@H]1O[C@H](CC(=O)NCc2ccc(Cl)cc2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)C3CCOCC3)cc21,0.16031171,1.804453,3.6744006
K41193065,CCOC(=O)N1CCC2(CC1)NC(=O)c1ccccc21,0.9269255,3.9597425,8.189191
K41194171,CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)c2ccc(F)cc2)c2ccccc12,-0.24864006,3.3658578,6.6660323
K41196752,COc1ccc2cc(ccc2c1)S(=O)(=O)N1CCCCCC1,0.1261782,-3.2534456,1.2247385
K41196876,CCC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)CC2CC2)c2ccccc12,1.491243,3.5317156,7.3282795
K41200351,COCC(=O)NC[C@@H]1[C@@H]([C@@H](CO)N1C(=O)C1CC1)c1ccc(cc1)C1=CCCC1,-0.13181895,-0.87019974,3.1108503
K41206140,CC(C)NC(=O)N1C[C@H]2C[C@@H]([C@@H](C1)O2)C(=O)Nc1ccccc1,1.0115505,3.2877808,6.653976
K41207118,CC(C)C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1onc(C)c1C,-1.1661363,0.34533957,2.390247
K41207940,COc1cccc(c1)S(=O)(=O)N1C[C@]2(CCN(C)CC2)c2c([C@H]1CO)n(C)c1cc(OC)ccc21,0.18209623,2.2781463,4.1490455
K41208291,Cc1ncsc1CCOC(=O)c1ccc(Cl)cc1,-0.23656605,1.5365684,2.8240592
K41209258,COC(=O)c1[nH]c2ccccc2c1NC(=O)CNC1CCCCC1,-0.9859509,0.9055099,3.8700264
K41210902,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1,1.0234113,3.943781,9.107789
K41214325,Cc1ccc(cc1)S(=O)(=O)NCC(=O)OCC(=O)NC(=O)NC1CCCC1,-0.8741133,-2.0928159,0.6901411
K41215902,COCCN(C)C[C@@H]1CCC[C@@H]2CN(Cc3nccs3)C[C@@H]12,-0.5084676,-3.565477,0.00870546
K41217315,COc1cc(Br)c(Br)c(Br)c1N,-0.7177578,-2.6133723,0.14206707
K41217525,COC(=O)c1ccc(N)nc1,0.62330055,2.3790457,6.5396276
K41219457,COc1ccccc1N1CCN(CC1)C(=O)c1ccncc1,-0.06632612,2.537482,4.925932
K41220723,CCN1CCN(CC1)C(=O)c1ccc2n(Cc3ccccc3)c(C)c(C)c2c1,1.4013559,3.8768017,9.56795
K41226765,Cc1ccc(cc1N)[N+]([O-])=O,-0.9839875,-1.3583523,0.35339
K41231075,Cc1nnc(o1)[C@@H]1CCO[C@@H]2CCN(C[C@@H]12)C(=O)c1ccccn1,-0.44158044,-1.1405715,1.0533097
K41238654,Nc1cnc(Br)cc1Br,0.49774876,3.2840853,7.754747
K41239453,Cn1ccnc1CN1C[C@@H](c2ccccc2)[C@]2(CCN(CC=C)C2=O)C1,0.34164986,2.9080899,5.3191357
K41245000,OC[C@@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)c2cccnc2)N1C(=O)CC1CC1,1.1861275,3.5927126,8.278737
K41245848,Cc1noc(C)c1C(=O)Nc1ccc2CCCc2c1,-0.049042773,-1.0104464,4.432326
K41247694,Cc1noc(C)c1COC(=O)c1ccc2C(=O)c3ccccc3S(=O)(=O)c2c1,-0.5924268,2.4110518,3.562642
K41249714,COCC(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N[C@H]2CO)-c1cccc(c1)C#N,0.97879547,3.6862917,8.252482
K41251337,COc1ccc(cc1)-c1ccc2N(C)[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CC1,2.7199361,8.226698,-1.7539887
K41251698,CCOc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(=O)N(C)C1CCN(C)CC1,-0.32295564,-3.1275208,0.5859746
K41254160,NC(=O)c1nccc2ccccc12,0.38283402,1.5429864,3.3491483
K41254906,Cc1nnc(o1)-c1ccc(N2CCOCC2)c(c1)[N+]([O-])=O,-0.07248502,3.052736,5.898022
K41260949,CCCC(CCC)C(O)=O,-1.1249925,0.47788796,2.7049494
K41264206,O=C(COC(=O)c1ccco1)Nc1ccc(cc1)N1CCOCC1,0.3774878,2.5360243,4.8636456
K41265088,Cc1cc(C)c2c(CC(=O)N3CCCC3)coc2c1,-0.6648405,1.2815745,2.8204403
K41268076,CS(=O)(=O)N(CC(=O)N1CCOCC1)c1ccc2OCOc2c1,0.53063697,2.0727594,4.866693
K41273650,COc1cccc(NC(=O)CCc2nc(no2)-c2cccs2)c1,-0.573633,-0.8816545,1.2648396
K41275122,COc1ccc2c3c([C@@H](CO)N(Cc4ccccc4Cl)C[C@]33CCN(CC3)C(=O)CN(C)C)n(C)c2c1,-0.051894646,-2.9467602,0.70047146
K41278234,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO,-0.2545154,-3.2248743,0.39496925
K41284853,CCOC(=O)c1c(sc(C(=O)OC)c1C)\N=C\N(C)C,-0.15422419,3.0836234,5.9302893
K41285115,N#Cc1c2CCCc2c(NCc2cccnc2)n2c3ccccc3nc12,-0.6882472,3.2954574,5.6600833
K41288165,NC(=O)N\N=C\c1ccc(s1)N1CCOCC1,-1.2929842,-0.34138638,1.4611044
K41295407,OC(=O)C1Oc2cc3ccccc3cc2O1,-1.530275,-0.8633332,2.248052
K41296115,COc1ccc(cc1)C(=O)N1CCC(CC1)C(=O)N1CCN(CC1)c1ccccc1,-0.6571466,-2.3127038,0.5032414
K41301342,FC(F)(F)c1ccc(Cl)c(NC(=O)C[n+]2ccc3ccccc3c2)c1,1.309497,2.706081,6.694439
K41310594,CCCNC(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccc(F)cc1,12.101932,-2.1729343,5.093037
K41316633,COc1ccc(cc1NC(=O)c1cc(C)on1)S(=O)(=O)N1CCCCC1,-0.72583413,-1.7227391,0.542691
K41321062,COc1ccccc1CN1C[C@H]([C@@H]2OCC[C@@H]12)C(=O)NCC1CCOCC1,-0.6233905,-0.6834263,1.4298385
K41322223,C\C(c1ccccc1)=N/Oc1nc(C)cc(C)n1,-0.15514624,1.5399243,3.9272592
K41322974,Cc1ccc(cc1)C(=O)OC1CCN(CC1)c1ccc(cc1)[N+]([O-])=O,-0.564968,1.3070554,2.8781796
K41323562,Cc1ccc(cc1)-c1noc(CCC(=O)Nc2ccc3OCOc3c2)n1,0.5321568,2.1018414,5.568859
K41324308,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(C)CC1)C(=O)c1ccncc1,12.2693615,-1.1403536,4.2929745
K41326467,Cc1cc(CNCc2c(nc3ccc(Cl)cn23)C(=O)N2CCCCCCC2)nn1C,-0.40767837,0.1267899,2.939524
K41329113,Cc1[nH]c2ccc(cc2c1C)C(=O)N1CCN(CC1)c1ccccn1,0.6369181,3.2406812,7.371742
K41329331,O=C(CN1CCc2ccccc2C1)c1cccs1,-0.38019323,-2.56369,0.48211148
K41336467,OC[C@@H]1[C@H]2[C@H](CN(C(=O)c3cccnc3)c3ccccc23)N1C(=O)Nc1ccccc1F,1.110912,3.5007875,7.8144836
K41336704,CC(C)(C)C(=O)Cn1c[n+](N)cn1,-0.35135695,1.9572636,3.4507816
K41338342,OC[C@@H]1[C@@H]([C@H]2CN(CCCCN12)C(=O)C1CCC1)c1ccc(cc1)C#CC1(O)CCCC1,1.712475,3.9679966,9.704463
K41338389,CC(=O)c1cccc(NC(=O)CC2CCCC2)c1,-1.0096959,-1.4028761,2.6605966
K41342215,CN(C(=O)c1c(Cl)cnn1C)C12CC3CC(CC(C3)C1)C2,2.71815,3.7007203,9.034862
K41344238,OC[C@H]1N2C(=O)CN(C[C@H]2[C@@H]1c1ccc(cc1)C#CC1CC1)S(=O)(=O)c1ccccc1C,-0.23067206,-0.2006604,2.939474
K41344610,O=C(NCCOc1ccccc1)c1cccc(c1)S(=O)(=O)NCc1ccccc1,-1.6267698,-0.7369221,2.8193917
K41344641,C\C=C\c1ccc(cc1)[C@@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)CN1CCOCC1,-0.16059197,-2.6767797,1.4534754
K41347462,COC(=O)c1ccc(CSc2nncn2C)cc1,0.2945779,1.3006877,6.0180798
K41347731,COc1ccc(CC(=O)N2CCC3(CC2)NCCc2[nH]cnc32)cc1,-0.5713917,1.0630791,2.2085526
K41352708,COc1ccc(\C=N\NS(C)(=O)=O)c(OC)c1,-1.1132466,-0.84312934,1.1168232
K41357207,O=C1N\C(CS1)=N\c1ccccc1,0.4840635,1.6422449,6.352034
K41357471,C(COc1ccccc1)Cc1nc(no1)-c1cccnc1,-1.0247113,-1.6814785,1.2300662
K41359565,CCCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N([C@H]1C#N)C(=O)C1CCOCC1,2.8084364,7.96962,-1.0268195
K41361830,Cc1ccc(NS(=O)(=O)c2ccc(CCC(=O)NC3CC3)cc2)cc1,-0.06269249,-0.91940045,4.4408536
K41363665,CC(C)(O)C#Cc1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@@H]12)S(C)(=O)=O,-0.097234085,-1.7153002,2.1374629
K41378144,CCC(=O)Nc1nc2c(OC)ccc(OC)c2s1,-0.84264266,-2.2084737,0.9797897
K41380315,Cc1ccc(CN(CCO)CCO)cc1,-0.8134039,-1.9914123,0.48884866
K41380508,CCN1CCN(CC1)c1nc(C)c2C(=O)CCCc2n1,-0.5544009,1.2865655,2.8714664
K41382866,c1ccc2sc(nc2c1)-c1ccncc1,-0.014952871,2.5506833,5.055398
K41388595,C(COc1ccccc1-c1nnco1)Oc1ccccc1,-0.124301426,1.1563237,4.05154
K41389665,CCC(=O)N1C[C@]2(CCN(Cc3ccncc3)CC2)c2c([C@H]1CO)n(C)c1cc(OC)ccc21,-0.9692182,0.6116653,2.52005
K41389770,Cn1c2ccc(NS(=O)(=O)c3cccs3)cc2n(C)c1=O,-1.3990202,0.059412852,2.8964357
K41389876,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NCCN3CCCCC3)CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1,-0.5117382,3.014319,6.2412686
K41394391,Fc1ccc(cc1)N1CCN(CC1)C(=O)Nc1ccc2OCC(=O)Nc2c1,0.25092185,-2.676594,1.0554833
K41400091,CCN(CCn1cccn1)Cc1nc(no1)-c1ccc(OC)cc1,-0.33527684,-0.676069,4.065405
K41400114,CN(C)CC(=O)N1CCC2(CC1)CC(=O)N(c1cccnc1)c1ccccc21,-1.306275,0.44934118,1.9986241
K41403499,COc1ccccc1OCCOc1ccccc1\C=N\n1cnnc1,-0.11811209,-3.100078,0.6017228
K41404045,CCC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(NC(=O)COC)cc2OC[C@@H]1C)OC,-0.13292463,-1.5648991,1.7209374
K41404328,CCCNC(=O)N1C[C@H](O)COC[C@@H]2O[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@@H]12,11.898788,-2.686785,5.365502
K41405229,CCOc1ncccc1-c1nc(no1)-c1cccs1,-0.7608143,0.7518888,3.541857
K41405597,CCN(C[C@H]1N[C@H](CO)[C@H]1c1ccc(cc1)-c1ccc(F)cc1)C(=O)COC,12.046838,-2.1708088,5.0472007
K41406082,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,0.44715196,-0.40715268,3.0207632
K41409346,CN1CCN(CC1)c1nc2n(C)c(=O)[nH]c(=O)c2n1CCSc1nnc(C)s1,-0.7147427,-2.354707,1.1125808
K41409751,COc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,-0.77346045,0.18272159,3.0672174
K41417179,O=C(CCN1CCCCCC1)Nc1ccc2OCCOc2c1,0.013309567,3.0370681,5.8376694
K41418789,Cc1cc(C)n(CCc2nc(cs2)-c2ccco2)n1,-1.2563101,0.12924458,2.8480046
K41419164,OC[C@H]1[C@H]2[C@H](CNc3ccccc23)N1C(=O)C1CCCCC1,12.261275,-1.7049193,4.8266754
K41419870,Cn1c2ccc(cc2n(C)c1=O)S(=O)(=O)N1CCOCC1,-0.82214266,0.3797569,2.2452643
K41420305,FC(F)(F)c1ccc(NC(=O)Cn2c3ncccc3oc2=O)cc1,-0.14784896,2.446588,5.0574384
K41423087,Cc1ccccc1OCc1nc(no1)-c1cccnc1,-0.7431274,1.3044701,5.5260115
K41423554,CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2OC[C@@H](C)N(Cc2cccnc2)C[C@H]1C,0.26909232,3.4769213,6.0609016
K41426930,COc1ccccc1C#Cc1ccc2N[C@H](CO)[C@H]3CCN([C@H]3c2c1)S(=O)(=O)c1cccc(C)c1,-1.3784827,-1.3086877,1.6922325
K41430634,FC(F)C(F)(F)COC(=O)CCC(=O)Nc1ccc(Cl)cc1,-0.006291621,-3.34255,0.5422569
