compound_stem,SMILES,u1,u2,u3
A76390666,CC(C)CNC(=O)CC1CC2(CCN(CC2)C(=O)CC2CC2)Oc2ccccc12,-0.6174519,-3.3166392,0.05935979
A76395386,Fc1cccc(CN2CC(CCC2=O)C(=O)NCCCc2ccccn2)c1,-0.68355435,-2.3277178,0.5153169
A76404723,CN1C(=O)CC(c2ccccc2)C11CCN(CC1)C(=O)C1CCOC1,0.3360144,1.8454051,4.9027004
A76409755,COc1cc(ccc1OC(F)F)\C=N\OCC(=O)NC1CCS(=O)(=O)C1,1.5432417,4.0644484,8.975611
A76443625,CC1CN(CC(C)O1)C(=N)NC(=O)c1c(C)onc1-c1c(F)cccc1Cl,-0.7245033,-3.0377584,0.17918946
A76446793,CCS(=O)(=O)N1CCCC2(C1)COCCN(C2)c1ccc(C)nn1,-0.6921009,-3.0822134,0.10003152
A76448590,Cc1ccc(cc1)-c1nn(CC(=O)NCC2CCCO2)c(=O)c2ccccc12,-1.3102837,-1.0507677,1.7839273
A76457793,COc1ccc(cc1)-c1cc(C(F)F)n2ncc(C(=O)NCC3CCCO3)c2n1,-0.49639967,0.9071639,3.2662592
A76464190,CCCOC(=O)C(C)n1cnc2sc(C)c(C)c2c1=O,1.3683062,2.788325,6.5049696
A76471797,COc1ccc(cc1)C1C(CC(=O)N1c1ccc(OC)cc1)C(=O)N1CCCCC1,0.124537066,3.4090183,7.6207876
A76506606,CC(C)=C1C2CC2C2C(C12)C(O)=O,-1.1009393,-0.49318442,2.0586722
A76534182,CC(=O)Nc1sc2CCCCc2c1C(N1CCOCC1)c1ccccc1,0.012765307,0.3969664,4.451281
A76537169,COc1ccc(CN(C)c2ccc3ccc(cn23)C(=O)N2CCC(C2)N(C)C)cc1,-1.141181,-1.5491225,0.8419646
A76546125,OC(=O)C(Oc1ccc2ccccc2c1)c1ccccc1,-0.21612619,1.0617696,2.5612454
A76549777,CCc1nnc(NC(=O)C2CN(Cc3ccco3)C(=O)C2)s1,-0.12512253,1.7784727,4.9391055
A76562458,COc1ccccc1C(=O)C1CCCN(C1)C(=O)CCC(=O)c1ccccc1,0.05160069,0.6284715,3.1498418
A76564167,Cc1cc(C)nc(NC2=NC3CCCCC3N2)n1,-1.1540344,-1.645136,1.5976685
A76566559,COCC1CN(Cc2ncn(C)c12)C(=O)COc1ccc(C)cc1,0.7962746,1.1912876,3.159407
A76573142,CC(NC(=O)COc1ccccc1-c1ccccc1)c1ccccc1,-0.2673982,2.6732552,4.6217594
A76574830,Clc1ccc(cc1)C(=O)NC1CC(=O)NC1=O,1.2192521,4.0936017,8.751961
A76596772,CC(O)CN1CCN(CC1)C(=O)CN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,1.1313956,2.799701,6.842681
A76614429,CCOC(=O)N1C2CC(C=C2)N1C(=O)OCC,-0.31026164,1.7725253,3.394064
A76622786,CCN(CC)CCC(C)OC(=O)c1ccc(O)cc1O,0.2861551,0.36268246,5.97963
A76641868,CCN1CCN(CC1)c1nc2ccccc2nc1C(C#N)C(=O)OC1CCCCC1,-1.5578705,-0.7763242,2.489328
A76644580,CC(=O)NCC(=O)NC1CC2(CCN(CC2)c2ncccn2)c2ccccc12,2.5983512,4.0116563,10.140213
A76665780,O=C(NCCOc1ccccc1)C1CCC(=O)N(C1)C1CCCCCC1,-0.34777954,-2.3507664,0.49371338
A76672327,CCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1SC)C(NC(=O)C1CC(CCC)CN1C)C(C)Cl,-0.72479755,-2.6641407,0.17684425
A76678236,Fc1cccc(CNC(=O)N2CCC3(C2)CN(C(=O)C3)c2ccccc2)c1,1.0834615,3.7250323,7.483969
A76700879,CC(CS(=O)(=O)c1cccc2cccnc12)N1CCCCC1,-0.49451017,2.1752646,6.3830724
A76726331,Cc1nc(cs1)C(=O)N1CCc2c([nH]c3ccccc23)C1c1ccccn1,-0.0016074816,3.4887629,6.565248
A76728164,N#CCSc1nc2CCCc2c(C2CCC=CC2)c1C#N,0.12707807,-0.0020729373,2.7541764
A76736889,COc1ccc(cc1)CN(CCC(C1CCOC(C)(C)C1)c1ccccc1)C(C)=O,0.52890205,1.1224359,6.8644347
A76750173,CCOCC1CN(Cc2ccnn2C1)C(=O)Cc1ccc(OC)cc1,2.8858228,3.176853,8.0491295
A76772508,CSCCC(NC(N)=O)C(=O)Nc1ccc(C)cc1,-0.58618045,-2.65703,0.24046782
A76797229,Fc1ccc(cc1)C(=O)NCC1CCCN(Cc2ccc3nonc3c2)C1,-0.072260655,2.9429839,5.4272017
A76826195,CC(NCC(O)COc1ccc(cc1)S(=O)(=O)N1CCOCC1)c1ccccc1,0.25925103,2.9728098,4.5922065
A76831071,CN(C)CC(=O)N1CCC(F)(F)C2(CCN(C2)c2ncccc2F)C1,0.86719495,3.4190311,7.6241903
A76866931,CNC(=O)CN1CCOCC2(CN(Cc3ccn(C)n3)CCO2)C1,-0.69370717,-0.29223135,1.9232448
A76867886,CN1CCC2(CC1)CC(NC(=O)c1cnoc1C)c1ccccc1O2,0.65843654,1.8601617,4.7306294
A76881465,O=C(Cn1c2ccccc2oc1=O)N(Cc1ccccc1)C1CCS(=O)(=O)C1,-0.34865737,3.0593235,5.4795136
A76892367,Cc1ccc(cc1)C(N1CCCCC1)C(=O)NC1CCCC1,-0.37197593,3.3664353,6.317057
A76901097,CN(C)C(=O)c1ccc2C(N(Cc2c1)C(=O)c1cccnc1)c1cnco1,2.8680844,3.150426,8.002293
A76919322,CC(C)CCNC(=O)C1CN(C2CCCC2)C(=O)C1,0.35932693,2.0735893,5.550269
A76935636,OC(=O)c1ccc(OC(F)(F)C(F)C(F)(F)F)cc1,-0.6265849,-2.4923775,0.20263997
A76948478,Cc1ccc(nn1)N1CCCC2(CCN(Cc3ccc(Cl)c(F)c3)C2)C1,0.2051172,3.6626108,6.5895667
A76968020,CN(C)C(=O)C1CC2(CO1)N(CC1CC1)Cc1ccccc21,-1.100126,-0.38604668,3.274621
A76988374,Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)c1ccc(OCC2CCCO2)cc1,0.41079888,3.1644843,7.0202274
A76998667,CCn1c(cc2sccc12)C(=O)N1CCCC(C1)C(O)=O,-1.1646321,-0.38226685,2.6696105
A77007629,CC(C)C(NS(=O)(=O)c1ccc(Br)s1)C(O)=O,0.25769147,3.7468147,6.9758124
A77008062,CC1CN(CC(C)O1)C(=O)COC(=O)CNC(=O)c1ccc(C)cc1,-0.23274279,0.39639214,3.7708287
A77017922,COc1ccc(cc1)C(CNC(=O)c1ccc(OCc2c(C)noc2C)cc1)N1CCCC1,-0.39496037,0.7542955,3.0599036
A77019068,Cc1ccc(NC2CCCN(C2)C(=O)CCC2(C)CC2)cc1C,0.8944526,3.1256495,8.498058
A77040648,Cc1ccccc1OCC(O)CN,-0.57167196,1.6383554,5.445952
A77052375,CCOCC1CN(Cc2ccoc2)Cc2cn(CC)nc12,-0.6536784,0.7246131,3.2478876
A77052994,O=C(NCC1CCCO1)c1ccccc1NC(=O)c1cccc2ccccc12,-0.87456524,1.7364702,4.141836
A77057058,CCC(C)[C@H](NC(=O)Nc1cccc(OC)c1)C(=O)OC,-0.86543137,-2.7659295,0.44079563
A77064863,COc1cccc(CC(=O)NCC2Cn3nncc3CO2)c1,0.81720436,3.480127,6.490749
A77115250,Cc1ccc(CNCC2CCCO2)s1,-0.63871926,0.7921611,3.4037366
A77118176,CC1CN(C(=O)CCC(=O)NCCc2ccccc2)c2ccccc2O1,0.35007542,0.79946995,6.359663
A77132483,CN(C(=O)c1cc2NC(CC(n2n1)C(F)(F)F)c1ccco1)c1ccccc1,0.2835839,1.12166,3.9065459
A77174439,CCc1ccccc1NC(=O)CC1CS(=O)(=O)CC1CC(=O)Nc1ccccc1CC,-1.4220141,-0.5101114,2.1491818
A77191691,CCOCC1N(Cc2ccco2)CCc2cnn(CC3CCOCC3)c12,-0.15795809,-1.7344862,1.0549339
A77198279,Fc1ccc(cc1)C1CC(=NN1S(=O)(=O)c1ccccc1)c1cccs1,0.43706882,2.754226,4.7953362
A77202615,C(N1CCC2(CC(CO2)Nc2ncccn2)CC1)c1cc[nH]n1,2.6143734,3.9491994,9.912815
A77226557,Cc1ccsc1C(=O)N1CC(C(=O)N2CCCC2)C2(C1)CCOCC2,-0.3602157,-1.5275197,1.4739554
A77227421,O=C(OCC(=O)N1c2ccccc2Sc2ccccc12)C1CN(Cc2ccco2)C(=O)C1,-0.37634587,-2.5065885,0.80780554
A77233125,O=C(Cc1cccnc1)N1CCCC2(CCN(C2)C(=O)c2ccco2)C1,-0.9180962,-0.6131195,2.3019812
A77238789,COCC1CCCN(C1)C(=O)c1cc(COc2ccc(cc2)C(C)=O)on1,12.382529,-1.5984821,4.7917705
A77245598,OC(=O)C1C2CC(C=C2)C1C(=O)Nc1nccs1,-0.87679034,-0.84645,1.8362293
A77257933,CCC(C)C(=O)Nc1nc2ccc(cc2s1)S(C)(=O)=O,-1.3954035,0.47494578,3.1310675
A77306400,O=C(NCc1ccccc1)N1CCC2(C1)CN(C(=O)C2)c1ccccc1,-0.6616693,-1.3229688,0.69870716
A77306690,CC(=O)N1CC2CCC(C1)C2C(=O)NCCc1cccs1,2.7266636,3.5327256,8.630296
A77313682,Clc1ccc(CCNC(=O)C2CCCN(C2)S(=O)(=O)N2CCCCCC2)cc1,-0.5241242,0.7555543,2.2854726
A77334280,CC(C)(C)CC(=O)N1CCC2(CCC(CN)OC2)CC1,0.27783918,-0.5922591,2.6322625
A77334933,C[C@H](NC(=O)C1CN(C(=O)C1)c1ccc2OCOc2c1)C(=O)NCc1ccco1,-0.27871522,-0.76774555,2.1974733
A77361315,COCC1N(CCc2c1nnn2C)C(=O)Cc1cccs1,0.5124661,0.8842941,3.1904116
A77369364,OC(CNCc1ccc(Cl)cc1)C(F)(F)F,-0.43704838,-2.2074971,1.2118915
A77383567,Cc1ccc2cc(NC(=O)CC(CC(O)=O)c3ccccc3)ccc2n1,-0.36728117,-2.931257,0.82747257
A77389096,Fc1ccc(cc1)\C=N\NC(=O)CN1C2NC(=O)NC2NC1=O,-0.39588413,0.5164552,3.918718
A77392843,CC1CN(CC(C)O1)C(=O)c1cccc(c1)C(=O)N1CC(C)OC(C)C1,0.9347731,3.75905,7.1715913
A77411981,CN(C)C(=O)N1CCN(C)C(C1)c1nnc2ccc(cn12)C(=O)NCCc1ccccn1,2.8995733,3.3064299,8.253207
A77428844,Cc1ccc(cc1)N1CC(CC1=O)C(=O)Nc1cccc(c1)S(=O)(=O)N1CCOCC1,-0.4251622,-3.8405614,0.1252829
A77448139,C(Nc1ncnc2n(cnc12)C1CCCCO1)c1ccccc1,-1.1392881,1.6636474,5.3441267
A77459660,C1CNC(C1)c1ccc2OCCCOc2c1,-0.5819243,0.90186715,3.112993
A77464496,Cn1ccc(c1)C(=O)NC1CCC11CCN(CC1)C(=O)c1ccoc1,2.824299,3.120758,7.877435
A77484531,O=C1CC(CN1c1ccccc1)NS(=O)(=O)c1ccc2ccccc2c1,-0.2832815,3.4511664,5.8294187
A77508356,CS(=O)(=O)N1CCOC2(C1)COCCN(Cc1ccncc1)C2,-0.109596655,1.7934904,4.629313
A77515260,COc1ccc(CC(=O)N2CCC3(CC(CO3)N3CCCC3)CC2)cc1,-1.0949948,0.5690556,2.9798932
A77518044,CCCCN(C1CCS(=O)(=O)C1)C(=O)Nc1ccccc1,0.10523138,3.5758257,5.5797553
A77518188,CC(C)N1CCC2(CC1)CC(NC(=O)[C@H]1CCCO1)c1ccccc1O2,0.3963423,1.5851004,4.734725
A77523255,CC1CC(C)CN(C1)c1ccc(cc1)S(=O)(=O)N1CCOCC1,-0.81037223,-2.0244236,1.7324038
A77534996,CSCCC(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(O)=O,-0.052870616,-3.4246564,0.40193924
A77605339,CC(=O)NCC(=O)N1CCC2O[C@@H](COc3cccnc3)CCC12,2.643604,3.9252617,9.8388815
A77617383,CC(N1c2cccc3cccc(c23)S1(=O)=O)C(=O)N(C)C,-0.9341513,0.84739166,2.5899107
A77617443,CC(C)(C)c1ccc(CS(=O)(=O)CC(O)CN2CCCC2=O)cc1,-0.18099433,-2.8048134,0.6832574
A77642298,CCN1CCCC1CNCC(O)COc1ccc(cc1C)C(C)(C)C,1.499621,3.8414385,9.031567
A77654744,OC1(CC(=NN1C(=O)c1ccccc1-n1cccc1)C(F)F)C(F)F,0.43139815,3.7486794,6.67964
A77655351,CN(CCc1ccccn1)C(=O)CCC1CCCN(C1)C(=O)c1csc(c1)C(C)=O,-0.40615672,0.7642486,1.8742952
A77666924,CC(NC(=O)CCc1nnc(Cc2cccc(c2)C(F)(F)F)o1)C1CC1,-0.69114345,0.5403011,2.9561932
A77689427,CCCn1cc(C(=O)N(C)C2CCCN(Cc3ccccc3F)C2)c(C)n1,-0.6475366,-1.1896899,1.1959337
A77698120,COC(=O)c1cc(c(s1)S(C)=O)S(=O)(=O)C(C)C,-0.22905959,0.51977277,3.9775233
A77699191,Cc1cccc(C)c1OCC(=O)Nc1nnc(s1)C1CCCO1,-1.2313576,1.4483504,4.5680375
A77705801,COc1ccc2[nH]c(nc2c1)C(C)O,-0.7442492,2.2854161,4.2659836
A77722706,O=C(NCc1cccnc1)C1N(C2CCCC2)C(=O)c2ccccc12,0.12569635,2.6242857,5.10227
A77725608,CC1COC2(C1)CCCN(Cc1csnn1)C2,-0.52248734,2.2007568,5.922686
A77736617,CC1CCc2sc(cc2C1)C(=O)NN,-0.7247654,-2.1551154,1.610912
A77772785,CC(C)CCC(C)NC(=O)c1ccc2nccnc2c1,-0.21902189,0.60107625,3.654723
A77776849,CCC1(C)Cc2c(CO1)sc1nc3SCCCn3c(=O)c21,-1.3369771,1.0036588,4.504149
A77804084,CC(C)CC1NC(=O)N(CC(=O)c2ccc3OCCOc3c2)C1=O,-0.2622266,3.2176402,7.0237703
A77813155,C[N+]1(CCCCC1)C1CCC2CCCC1C2O,-0.18101117,2.0775404,3.6909425
A77818649,CC1(NC(=O)NC1=O)C1CC1,-0.5772712,2.351974,5.7861347
A77830028,CS(=O)(=O)N1CCOC2CCN(CCC12)C(=O)Cc1cccnc1,-0.025391987,1.9284178,4.535066
A77849771,COc1ccc(NC(=O)N(C(C)c2ccco2)C2CCCCC2)c(OC)c1,1.2913128,2.735232,8.394428
A77853078,Fc1ccccc1Cc1noc(CN(CC2CCCO2)Cc2ccccn2)n1,0.30631655,3.5007286,6.017035
A77859970,NC(=O)C1Cn2ccnc2C2(CCN(CC2)C(=O)NC2CCCC2)O1,-0.8386678,-0.0025191032,2.1307724
A77872284,COC(=O)CC1c2cc(OC)c(OC)cc2CC(=O)c2cc(OC)c(OC)cc12,-0.86576575,0.46918175,2.4112267
A77877505,CCC(C)NC1CC2(CCN(CC2)c2ncccn2)Oc2ccccc12,0.28582358,3.1711478,6.4753504
A77888357,CN(C)CC(=O)N1CCC2(CCOCC2COCC2CC2)CC1,2.8006077,3.6713402,8.986603
A77888445,CC(=O)c1c(C)nn(CC(O)COc2ccc3ccccc3c2)c1C,-0.9622116,0.122690625,2.8808708
A77894456,O=C1NCC(COCc2ccccc2)O1,0.24776495,-0.46832252,2.1845844
A77910666,CN(CCc1ccccc1)C1CCCN(C1)S(=O)(=O)c1ccc(cc1)C(C)=O,-0.67349076,-2.4568498,1.0536052
A77911774,CN(C)CCOC1C2CCC1N(C2)C(=O)c1cscn1,2.0917802,3.9368243,9.473194
A77915287,OCCC1CN(C\C(Cl)=C\c2ccccc2)CCN1C1CCCCC1,0.25785953,0.81729156,2.6130595
A77927378,C=CCN1CCN(Cc2cccnc12)C1CCOC1,-0.22911088,1.865486,5.3325686
A77966765,N#Cc1cccc(NC2COC3(CCN(Cc4ccoc4)C3)C2)n1,0.6307352,3.2786098,6.6141396
A77968085,CCS(=O)(=O)N1CCOC2(CCCN(C2)c2ccccn2)C1,0.26150522,3.604689,6.57281
A77978368,Cc1cc(C(=O)N2CCC3(CC2)NC(=O)CC3c2cccnc2)c(C)o1,-0.32713407,0.21822396,3.0464044
A77983941,CC1CCCC(C)N1C(=O)COC(=O)c1ccco1,-0.9566346,-0.4681212,1.7228209
A77987643,COc1ccc(cc1)C1Cc2nc(NC(C)=O)sc2C(=O)C1,-1.3269725,1.0622166,4.220907
A78024584,Cc1nn(CCC#N)c(N)c1C1(O)C(=O)Nc2c1cc(Cl)cc2Cl,-0.59180516,-1.3187515,0.72918427
A78048399,C(OC1COC2(CCN(Cc3cccnc3)C2)C1)C1CC1,2.9185412,3.2175121,8.106462
A78052108,CN1C[C@@H](NC(=O)C2CC2)C2OCCCC12,-1.1739435,-0.16840543,3.4083002
A78068400,OC(CNC1CCCCC1)COCCOc1ccc(Br)cc1,0.27172074,3.7160447,8.137854
A78082796,COCC1CN(Cc2csc(C)n2)Cc2cncn2C1,2.8088536,3.3753982,8.330008
A78083298,N(C(c1ccccc1)c1ccncc1)c1ccccc1,-1.334116,0.83282465,4.072393
A78090519,O=C1CCCN1CC1CN(CC2CCOC2)Cc2nccn2C1,-0.17188449,0.64952594,3.296792
A78104242,CCN1CCN(C)C2(CCN(CC2)C(=O)C2CCCO2)C1=O,-0.7699131,2.0359116,3.4108336
A78125477,CCn1cc(C2=NOC(C2)C(=O)Nc2ccc3OCOc3c2)c(C)n1,-0.2680572,-1.2976534,2.1558638
A78129500,CCOC1C2CCC1N(C2)S(=O)(=O)c1ccc(OC)cc1,2.4361548,3.9617603,9.909476
A78133871,OC(COC(c1ccc(F)cc1)c1ccc(F)cc1)CN1CCCC1,-0.98145026,2.1828947,5.0604515
A78142607,O=C(C1CCCNC1=O)N1CCN(CC1)C(=O)c1ccco1,-1.3012338,-0.5676723,2.1482959
A78147873,Fc1cccc(NC(=O)C2CN(CC22CCOCC2)C(=O)NCc2ccccc2)c1,0.7404965,3.1583178,6.5991945
A78160152,CC(NC(=O)NC12CC3CC(CC(C3)C1)C2)C1CCCO1,0.068787605,3.8537817,6.6887817
A78168596,Cc1ccc(CN2CCC(CC2C(O)=O)N2CCOCC2)o1,-0.167799,-0.04736366,2.413064
A78174303,Cc1ccc(NC(=O)C2CCCN(C2)c2nccc(C)n2)c(C)c1,-0.6120707,0.70858145,2.47403
A78178860,CCCN(CCC)CC(O)COc1ccc2OCOc2c1,0.070548065,0.2381686,5.2906976
A78191077,CCC(C)NC(=O)CCCc1ccccc1,-0.8954758,1.9681222,4.980646
A78204673,CCN1CCC2(CCN(Cc3c[nH]nc3-c3ccc(OC)c(F)c3)C2)C1,0.2674084,1.9645101,6.7033076
A78213876,O=C(C1CCCN(Cc2cccs2)C1)N1CCCCCC1,0.527864,1.1668394,4.404812
A78225256,Cc1ccc(cc1)C(C(O)C(=O)c1ccc(C)cc1)N1CCCCC1,-1.2829301,-0.010194737,2.4220088
A78253949,O=C(CC1CC2(CCN(CC2)C(=O)c2ccco2)Oc2ccccc12)NC1CC1,0.28297144,0.9171763,2.939854
A78280667,CC1N(C(=O)N(CC(=O)NC(c2ccccc2)c2ccccc2)C1=O)c1ccc(C)cc1,-0.41450801,2.1471362,6.292482
A78281071,COc1ccc(NC(=O)C2CC(=O)n3c(N2)nc2ccccc32)cc1,0.88018,1.8242228,4.5038447
A78288032,CN1CC(C(C1)c1ccc(NC(C)=O)cc1)C(=O)c1ccc(Cl)cc1,1.5767518,2.1522217,8.527355
A78292061,CCc1ccc(CN2C[C@@H](C3OCCCC23)N2CCOCC2)o1,-0.6430472,-0.5303724,2.4211497
A78298648,CC1=NN(C(=O)C1C(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1,-0.9529047,1.0242299,4.1488724
A78298732,CCCC(C)C(=O)Nc1ccc(F)c(Cl)c1,-0.6995722,-2.529682,0.66530806
A78313277,CCC1CN(C(=O)N2CCC(CC2)C(=O)NCc2ccco2)c2ccccc2O1,0.02368515,3.1327055,6.348672
A78316670,O=C1N2CCc3ccccc3C2Cc2c1cnc1nc(SCc3ccccc3)nn21,0.6598792,2.5991893,6.09152
A78318708,CCC(C)(N(Cc1ccco1)C(=O)Cc1cccs1)C(=O)NC1CCCC1,-0.74487334,1.9329537,5.488295
A78321796,COc1cccc(NC(=O)C(N2CCN(CC2)c2ccccn2)c2ccccc2)c1,0.3872614,3.927893,8.219338
A78326403,Fc1ccccc1N1CC(CC1=O)C(=O)N1CCN(Cc2ccc(cc2)C#N)CC1,-1.1736237,1.2259493,5.41764
A78331843,COc1cccc(CN2CC(CCC2=O)C(=O)N(C)CCc2ccccc2)c1,-0.017686259,0.6533105,2.2529593
A78335526,CC(Oc1ccc(C)c(C)c1)C(O)=O,2.5473514,4.0065026,10.119451
A78339108,COc1cc(CN2CCN(Cc3ccc4cc(F)ccc4n3)CC2CCO)cc(OC)c1,1.2829497,3.8027818,8.099241
A78342291,CCOCC1N(CCc2cnn(CC3CC3)c12)C(=O)c1cc(C)on1,12.196998,-2.1169827,5.143167
A78346725,CC(NC(=O)Oc1ccccc1)C(N1CCOCC1)c1cccs1,2.6943367,8.441332,-2.2867596
A78347308,OC(C1CCN(Cc2nc(no2)C(c2ccccc2)c2ccccc2)CC1)c1ccccn1,0.5032316,3.7239695,8.449036
A78350685,Cc1ccc(CN2CCN(Cc3ccccc3-c3ccco3)CC2CCO)o1,1.2029969,3.5443401,8.27995
A78357505,COc1ccc(CN2CC(CC2=O)C(=O)NCCCN2CCCCC2)cc1,-1.548235,-0.14302453,2.7373967
A78362577,Fc1ccc(CN2CCOC3(C2)COCCN(CC=C)C3)cc1,-0.77400154,-1.8868771,0.59286773
A78365473,CC(C)C(C)NC(=O)COc1ncnc2sccc12,1.9134879,3.7947721,8.739887
A78371724,COc1ccc(cc1)N1CC(CC1=O)C(=O)Nc1ccncc1,0.6823925,3.0412917,6.0273633
A78402589,O[C@H]1CCN(CC2CCOC2)[C@H]1Cc1ccccc1,2.4064915,3.781629,9.16184
A78409015,CN(C)c1ccc(CN2CC3CN(CC3C2)S(=O)(=O)Cc2ccccc2)cc1,0.30722654,3.0994246,7.1249228
A78463594,CN(C(C(=O)Nc1ccc2OCCOc2c1)c1ccccc1)C(=O)c1ccccn1,-0.23367345,3.3740568,6.0174026
A78467063,COCC1N(CCc2c1nnn2CC1CC1)S(C)(=O)=O,-0.15533607,0.50538146,2.1659725
A78477245,COc1ccc(CNC(=O)CC2N(CC(C)(C)C)CCNC2=O)c(OC)c1,2.5536125,3.9818153,10.0628195
A78484634,COc1ccc(CCNC(=O)C2CCC(=O)N(C2)C2CCCCCC2)cc1,0.31503868,-0.60608166,2.6600165
A78494363,Cc1ccc(cc1C)N(Cc1ccc(cc1)C(=O)NCC1CCCO1)S(C)(=O)=O,-0.6250463,2.1494262,5.0288105
A78499604,COc1cccc(c1)C1=NOC(C1)C(=O)N1CCc2ccccc2C1,-1.177405,1.0084687,2.6551852
A78504347,O=C(Nc1ccccc1)C1CC(=O)N=C(N\N=C\c2ccco2)S1,-0.24977833,2.057906,5.204631
A78513984,COc1ccc(CN2CC(COCC3CC3)c3nn(C)cc3C2)cc1,-0.13798088,2.685446,5.6966977
A78518443,Cc1ncoc1C(=O)NC1CCCc2c1cnn2-c1cc(F)cc(F)c1,0.11746816,-3.1013792,1.2318907
A78549914,OCCC1CN(Cc2cccn2-c2ccccn2)CCN1C1CCCC1,-0.009021929,0.40460435,2.8781319
A78591737,CC(C)C1CCC(C)CC1OCC(O)CNC(C)(C)C,-1.243262,-0.6065076,1.768077
A78605887,O=C1CC(c2cccnc2)C2(CCN(Cc3ccoc3)CC2)N1,1.6974183,3.6601994,8.197583
A78625782,CC(C)C(=O)C1CC2(CO1)N(Cc1ccccc21)C(=O)c1ccccc1,-1.071617,0.8886531,4.595701
A78635595,CN(C)C(=O)CNC1CC2(CCN(CC2)c2ccccc2)c2ccccc12,-0.9585874,0.8172548,4.9604373
A78646417,Fc1ccc(cc1)S(=O)(=O)N1CCCCC1C(=O)N1CCN(CC1)c1ccccc1F,0.10449934,-3.1310675,0.6864529
A78653919,CC(C)(C)NC(=O)C1Cc2ccccc2CN1,-1.3501184,0.5113538,3.6942003
A78664874,CN1C(=O)CC(c2ccccc2)C11CCN(Cc2ccc(C)s2)CC1,-0.4404139,-2.0206847,0.4296077
A78677949,COc1ccc(NC(=O)CC2N(CC(=O)N3CCCC3)c3ccccc3NC2=O)cc1,-1.1031108,-2.109261,1.4380913
A78678977,O=C(Nc1ccc(cc1)S(=O)(=O)NCC1CCCO1)c1ccccc1,-1.0950284,-0.76132774,1.8777264
A78688719,CCN1CCC2(CN(CC(C)C)CC22CCN(CC2)S(=O)(=O)c2cccs2)C1=O,0.3859164,3.119476,5.4225316
A78700648,NC(=O)N1C[C@H]2CCCC([C@@H]2C1)N1CCN(CC1)c1ncccn1,-0.07490094,0.852665,3.7382724
A78709219,CCCS(=O)(=O)N1CC(Cn2nccc2C1)c1nc(C)no1,-0.027170578,-0.6733351,2.098316
A78712305,CC(CNC(=O)c1cc(COc2ccc3ncccc3c2)on1)c1ccccc1,-0.112978816,1.3867064,4.8703628
A78725059,CN1CCOCC2(CN(CCO2)c2nccc(n2)C(F)(F)F)C1,0.87948716,3.586828,6.9686246
A78753720,O=C1CCC(C#N)(N1Cc1ccccc1)c1ccccc1,0.93864447,3.5939465,7.185753
A78758804,CCn1ncc2CCN(C(COCC3CC3)c12)C(=O)c1cscn1,-0.8240431,2.2481275,5.605509
A78771403,CCc1cc(C(N2CCN(C)CC2)c2ccncc2)c(NC(=O)c2ccccc2)s1,-0.5903083,-0.9415091,1.189769
A78773280,CN(C)C(=O)CN1CCCC2(CCN(C2)S(=O)(=O)c2cn(C)cn2)C1,0.23291646,0.96539724,3.0436594
A78776325,Cc1ccc(CNC(=O)C2CCC(=O)N2C2CCCCC2)cc1,-1.0280622,-0.90934104,2.9603355
A78786207,CN(C)C(CNC(=O)c1cc(nc2ccc(C)cc12)-c1ccccc1)c1ccco1,0.12749028,-1.5331068,1.7358781
A78806454,CC(=O)NCC(=O)N1CCC2(CC(C(=O)N2)c2ccccc2)CC1,0.26603737,3.1080787,5.375297
A78817907,COc1ccc(cc1)N(C(C)C(=O)N\N=C\c1cccnc1)S(C)(=O)=O,0.5122031,0.6065055,3.3677547
A78823180,COCCN1CCC2(CC(NC(=O)C3CC3)c3ccccc23)CC1,-0.16270328,-1.6120977,1.5726779
A78824147,O=C(OCc1cccc2ccccc12)C1CN(C(=O)C1)c1ccccc1,-0.76674765,-1.3103018,1.0297048
A78871791,COc1cccc(CCNC(=O)C2N(CCc3ncn(C(C)C)c23)S(C)(=O)=O)c1,0.50993496,3.4333355,6.5667562
A78876030,O=C(NCC1COc2ccccc2O1)c1cccc(c1)S(=O)(=O)N1CCCCC1,-0.6487582,3.1079316,4.9832835
A78888673,Fc1ccc(COc2ccccc2C(=O)NCC2CCCO2)cc1,0.3062035,2.8690112,6.0870676
A78888799,COc1ccc(cc1)N1CC(CC1=O)C(=O)NCCc1c[nH]c2ccccc12,-0.81535447,-0.13917509,0.9479209
A78890400,COC(=O)C(CC(=O)c1ccc(C)cc1)n1cccn1,-1.5265025,-0.30735394,2.3965762
A78897231,CN1CC2CN(CCN2CC(C1)C(O)=O)C(=O)c1ccncc1F,3.2542386,7.8823566,-0.0040557743
A78906260,CC(C)(C)C1CCc2c(C1)sc(NC(=O)c1ccncc1)c2C(N)=O,1.7333144,3.7819452,9.937715
A78924467,Cc1nnsc1C(=O)N1CCCC(C1)N1CCN(CC1)c1ccccc1C,-0.39427957,-3.78917,0.072251186
A78928854,OC(=O)C1CCCN1C(=O)Oc1ccccc1,0.34821847,0.04486538,2.5090296
