,compound_stem,u1,u2,u3
2324,K49555808_10,-0.5746629,1.7627022,8.037775
2325,trimethoprim_0.01,-0.27523175,0.19009523,10.972547
2326,trimethoprim_0.02,-0.24368142,0.12588619,11.175205
2327,trimethoprim_0.04,-0.23298448,0.11714301,11.214851
2328,trimethoprim_0.08,-0.23216291,0.11714692,11.214997
2329,trimethoprim_0.2,-0.20648743,0.11429984,11.238229
2330,trimethoprim_0.3,-0.2251556,0.114288606,11.230482
2331,trimethoprim_0.6,1.5370234,6.3916955,8.158138
2332,trimethoprim_1.0,6.13157,10.585014,7.603631
2333,trimethoprim_3.0,10.861558,2.7736013,3.141021
2334,trimethoprim_5.0,10.861548,2.773487,3.1410325
2335,K74747924_1,-0.21703675,3.883699,6.6620703
2336,K74747924_30,-0.1037101,4.5933104,5.1801147
2337,K74747924_3,-0.28928685,0.1840057,10.977424
2338,K74747924_10,1.3291157,7.639393,3.9752262
2339,K48507802_1,1.3102776,7.5304236,3.919862
2340,K48507802_30,1.3565043,7.933373,4.218411
2341,K48507802_3,1.2327583,7.677873,4.135259
2342,K48507802_10,0.33242866,6.037279,4.4426847
2343,K93532534_1,-0.09947881,3.6168137,7.4402223
2344,K93532534_30,7.4601545,10.122449,8.234772
2345,K93532534_3,1.6809101,6.77757,7.703178
2346,K93532534_10,6.890769,10.162356,8.105336
2347,K52646561_1,-0.5618702,2.2985516,7.922947
2348,K52646561_30,3.5629458,10.856717,6.612714
2349,K52646561_3,0.2949443,4.67305,4.6456404
2350,K52646561_10,1.9437076,8.870714,4.2508736
2351,K09993716_1,2.0938244,8.847328,3.8435209
2352,K09993716_30,0.14718375,5.407542,4.706315
2353,K09993716_3,1.4671096,7.9699955,4.026422
2354,K09993716_10,3.1007428,9.870773,3.7431858
2355,K43956081_1,-0.3028681,4.022782,6.8603096
2356,K43956081_30,5.724967,10.475461,7.4945426
2357,K43956081_3,1.1065589,5.8532767,7.0860777
2358,K43956081_10,3.7988975,9.463936,6.5479207
2359,K81417646_1,2.0711207,8.920554,4.2521253
2360,K81417646_30,5.2356434,10.393165,7.085767
2361,K81417646_3,1.9446548,8.860229,4.12262
2362,K81417646_10,3.5034082,10.165609,5.036913
2363,K24073282_1,-0.23039672,4.1721864,6.079048
2364,K24073282_30,3.5640438,10.861555,6.614614
2365,K24073282_3,-0.48950827,3.3209708,6.8578925
2366,K24073282_10,-0.019109795,5.257936,5.3757005
2367,K50408003_1,0.5049279,6.2552958,4.623615
2368,K50408003_30,3.8366454,11.000319,7.022679
2369,K50408003_3,1.9542133,8.805205,4.325637
2370,K50408003_10,3.2226138,10.474184,6.013075
2371,K44373253_1,0.578503,3.9570348,5.660618
2372,K44373253_30,7.4346857,10.949208,6.841523
2373,K44373253_3,0.45857054,3.1323843,6.371529
2374,K44373253_10,4.6159606,10.867574,4.815453
2375,K48390635_1,0.3593261,3.2511244,6.5028605
2376,K48390635_30,7.320097,10.195092,8.204122
2377,K48390635_3,0.73220235,6.052023,4.261651
2378,K48390635_10,1.6298677,6.638671,7.846357
2379,K18589605_1,0.50528055,3.9169307,5.4778876
2380,K18589605_30,4.183245,11.187473,7.419164
2381,K18589605_3,0.7194496,5.852998,5.355926
2382,K18589605_10,3.7858155,10.9876,6.9332485
2383,K12278188_1,1.2235293,6.7257705,3.9076009
2384,K12278188_30,5.434358,11.168817,5.3261414
2385,K12278188_3,2.9438636,9.206698,3.3266702
2386,K12278188_10,4.290301,10.706226,4.3727274
2387,K11114587_1,0.066990204,4.2492285,5.899591
2388,K11114587_30,4.7300406,10.187248,6.8987775
2389,K11114587_3,2.675205,9.115758,5.034696
2390,K11114587_10,3.4179754,9.388433,6.2155313
2391,K77252118_1,0.6149315,5.574937,4.268069
2392,K77252118_30,3.9526048,11.086649,7.156919
2393,K77252118_3,2.975357,10.218741,5.7041874
2394,K77252118_10,3.565486,10.863724,6.60646
2395,K84828431_1,1.3139458,6.680941,5.306404
2396,K84828431_30,4.8087087,10.225403,6.92081
2397,K84828431_3,3.1391206,9.306659,5.734464
2398,K84828431_10,2.7444708,8.672454,6.0693064
2399,K46107644_1,7.0484233,10.163708,8.16178
2400,K46107644_30,8.433643,9.976667,8.550773
2401,K46107644_3,7.420415,10.178146,8.25022
2402,K46107644_10,7.5230694,10.156386,8.289741
2403,K78474963_1,-0.04472223,1.9955748,8.112236
2404,K78474963_30,4.1559043,11.191896,7.4068513
2405,K78474963_3,0.07751471,3.852834,6.8397193
2406,K78474963_10,3.7069542,10.911207,6.9619045
2407,K75327545_1,-0.0047664065,1.7828528,7.890084
2408,K75327545_30,0.41244406,3.2450073,6.5173526
2409,K75327545_3,0.4864057,4.290159,5.0592694
2410,K75327545_10,0.4186842,3.0560992,6.673401
2411,K18118334_1,-0.10839436,1.7179159,8.641933
2412,K18118334_30,7.1801453,10.245915,8.189754
2413,K18118334_3,1.2304908,6.5598254,5.368495
2414,K18118334_10,8.386793,9.956926,8.548014
2415,K60514932_1,0.05600518,4.0022664,5.625369
2416,K60514932_30,2.867569,8.862915,6.160204
2417,K60514932_3,0.5307873,6.10392,4.403876
2418,K60514932_10,0.6948769,6.287845,4.9998293
2419,K46006724_1,0.58456254,4.004478,5.355595
2420,K46006724_30,3.70046,10.96388,6.753812
2421,K46006724_3,1.6551924,8.141306,3.9526885
2422,K46006724_10,2.9821973,10.252277,5.737132
2423,K12912524_1,-0.60180616,1.5365357,8.978056
2424,K12912524_30,6.0742173,9.922868,7.954736
2425,K12912524_3,1.2462118,7.3835683,3.7725065
2426,K12912524_10,1.5644212,6.719678,7.1830444
2427,K14331634_1,4.5351295,10.898919,5.3878956
2428,K14331634_30,5.603173,10.431612,7.384861
2429,K14331634_3,2.3276668,8.590899,5.075201
2430,K14331634_10,3.2123833,9.365593,5.8374443
2431,A48214053_1,0.709324,5.4739203,4.416205
2432,A48214053_30,9.859526,9.239312,9.0835495
2433,A48214053_3,3.4876392,10.098689,3.7954044
2434,A48214053_10,5.143381,11.022601,5.228619
2435,K48777664_1,0.37289333,5.7579722,4.521997
2436,K48777664_30,4.385486,11.232562,7.587551
2437,K48777664_3,2.088252,9.030921,4.893437
2438,K48777664_10,3.8483276,11.003707,7.0377264
2439,K54853194_1,0.04435745,4.204106,5.9173055
2440,K54853194_30,0.60741204,5.422785,4.2925963
2441,K54853194_3,0.16685773,3.207496,6.8737497
2442,K54853194_10,0.7227963,5.572557,4.292768
2443,K63094592_1,0.6502813,5.6657877,4.321371
2444,K63094592_30,5.697794,10.471447,7.434298
2445,K63094592_3,2.3449337,9.094274,4.261493
2446,K63094592_10,3.2386396,9.35413,5.9160295
2447,K56044284_1,0.25178987,3.1527414,6.6631966
2448,K56044284_30,5.5814943,10.410008,7.363058
2449,K56044284_3,2.5906088,8.813132,5.3001175
2450,K56044284_10,3.8663995,9.790354,6.261955
2451,A75674838_1,6.12299,9.881583,7.922788
2452,A75674838_30,6.4126935,10.027698,7.9980125
2453,A75674838_3,6.190094,9.913883,7.966409
2454,A75674838_10,6.311568,9.99387,7.978721
2455,K09695338_1,0.67496836,5.5579295,4.3130064
2456,K09695338_30,3.565428,10.692788,6.2244983
2457,K09695338_3,0.78161114,6.1590333,4.2083983
2458,K09695338_10,0.15855296,4.7091064,5.1429977
2459,K60042264_1,-0.006707441,1.6805098,7.9023514
2460,K60042264_30,3.7111955,9.677826,6.4784293
2461,K60042264_3,0.4399592,3.916949,5.5693674
2462,K60042264_10,3.8314073,9.774685,6.4924173
2463,K90104815_1,0.3982196,4.927043,4.756703
2464,K90104815_30,0.55499387,6.5330725,5.6278086
2465,K90104815_3,1.5836408,7.83297,3.8485575
2466,K90104815_10,0.58317393,6.496669,5.5186944
2467,K98134453_1,0.4986006,4.301954,5.146721
2468,K98134453_30,2.5776577,8.483015,5.9623165
2469,K98134453_3,0.4738948,3.8628874,5.806697
2470,K98134453_10,0.26232204,2.976638,7.1264906
2471,K71931575_1,0.47459722,3.702819,5.9878306
2472,K71931575_30,3.6955433,10.949859,6.7298746
2473,K71931575_3,2.3000143,9.20549,4.287307
2474,K71931575_10,3.0151653,10.275349,5.8000145
2475,K49982799_1,4.35662,10.745819,4.4409256
2476,K49982799_30,7.7932005,10.848917,7.0965085
2477,K49982799_3,6.837178,11.046173,6.4464345
2478,K49982799_10,7.5873837,10.903926,6.953171
2479,A33355319_1,0.35490572,3.2764351,6.4572606
2480,A33355319_30,6.3738284,10.466793,7.87462
2481,A33355319_3,1.2767433,7.0987387,4.496508
2482,A33355319_10,2.9332817,9.074953,5.787428
2483,K75558157_1,-0.22157618,3.3221433,6.3476934
2484,K75558157_30,1.4819156,7.788437,3.9047446
2485,K75558157_3,1.2946552,7.344427,3.8745975
2486,K75558157_10,2.1105256,8.849741,3.9050808
2487,K50986005_1,1.399226,7.3929815,3.9093578
2488,K50986005_30,4.438462,10.435612,6.45407
2489,K50986005_3,0.8585334,6.0929437,4.0562787
2490,K50986005_10,2.164696,8.898421,3.7556405
2491,K81528515_1,-0.13863955,3.3229918,6.6863666
2492,K81528515_30,-0.22837423,3.275557,6.2995715
2493,K81528515_3,-0.45351124,2.325406,7.700402
2494,K81528515_10,1.4374659,7.433936,3.917597
2495,K25311561_1,0.79456455,6.0364094,4.332043
2496,K25311561_30,0.13776477,4.3561683,5.5524096
2497,K25311561_3,-0.10698095,3.5678725,6.315054
2498,K25311561_10,-0.69501376,2.007088,8.036745
2499,A37704979_1,-0.5579615,0.87998706,9.290984
2500,A37704979_30,-0.32114568,2.875788,6.466659
2501,A37704979_3,-0.61071783,1.8335572,7.9527683
2502,A37704979_10,-0.47252896,1.0700932,8.716789
2503,K44827188_1,0.032273766,3.7481744,6.454913
2504,K44827188_30,-0.5754931,0.73711276,9.664204
2505,K44827188_3,-0.63919294,1.5169377,8.487194
2506,K44827188_10,-0.5035099,1.9748993,7.858484
2507,K08177763_1,-0.10836825,3.8183053,5.970599
2508,K08177763_30,-0.22927548,3.4774508,6.126354
2509,K08177763_3,-0.61318225,1.3106375,8.685064
2510,K08177763_10,-0.13350946,3.8416262,5.931343
2511,K70401845_1,-0.44811362,2.1212916,8.003685
2512,K70401845_30,-0.61783046,1.7471843,8.080196
2513,K70401845_3,-0.5012571,1.0673071,8.979607
2514,K70401845_10,-0.49978235,1.9054009,7.923487
2515,K15600710_1,-0.3074901,2.3689892,7.1930137
2516,K15600710_30,0.39607415,5.656864,4.4572225
2517,K15600710_3,-0.3076683,3.7484343,5.823574
2518,K15600710_10,-0.6263502,2.1333227,7.594595
2519,K04833372_1,-0.39803922,2.2565613,7.473475
2520,K04833372_30,-0.5614255,0.87140834,9.4145975
2521,K04833372_3,-0.47157478,1.3352485,8.70653
2522,K04833372_10,-0.52512026,1.0537788,9.393509
2523,K12244279_1,-0.44176143,1.6437119,8.380895
2524,K12244279_30,-0.24762264,0.13549253,11.162877
2525,K12244279_3,-0.24516879,0.34905788,10.2872715
2526,K12244279_10,-0.29360735,0.30423045,10.7904
2527,K59369769_1,-0.5186771,0.72637796,9.817461
2528,K59369769_30,-0.41630933,1.5254878,8.441443
2529,K59369769_3,-0.5993135,1.1173366,9.0527725
2530,K59369769_10,-0.543348,0.99406713,9.384896
2531,K71035033_1,-0.2767308,0.3872475,10.714434
2532,K71035033_30,-0.35021663,0.31472066,10.358503
2533,K71035033_3,-0.3495856,0.9985646,8.7275715
2534,K71035033_10,-0.5416944,1.1648562,8.79548
2535,K02113016_1,-0.6942241,1.3613471,8.649666
2536,K02113016_30,-0.53430045,0.8702501,9.357056
2537,K02113016_3,-0.5699799,0.92075735,9.1264515
2538,K02113016_10,-0.34014124,0.6392267,10.638177
2539,K28428262_1,-0.4779011,2.5814145,7.1528344
2540,K28428262_30,-0.060089808,3.9730449,5.9016004
2541,K28428262_3,-0.42526722,3.1736302,6.590273
2542,K28428262_10,-0.24490403,3.326764,6.6931996
2543,K17743125_1,-0.6654248,1.9439212,8.189113
2544,K17743125_30,-0.64806634,2.130716,7.997756
2545,K17743125_3,-0.6973832,1.946094,7.9701214
2546,K17743125_10,-0.66313934,1.6726696,8.424665
2547,K50168500_1,-0.37410563,2.7797608,6.7282095
2548,K50168500_30,-0.46098125,0.99000555,9.050107
2549,K50168500_3,-0.56122386,0.836786,9.4424715
2550,K50168500_10,-0.57294023,0.90396875,9.426773
2551,K88560311_1,-0.7019184,1.882733,8.115381
2552,K88560311_30,-0.4609701,2.8109658,7.1731596
2553,K88560311_3,-0.33278978,3.1855764,6.150901
2554,K88560311_10,-0.6172154,2.920826,6.775529
2555,A53037217_1,7.4970555,10.184636,8.2961855
2556,A53037217_30,7.198063,10.23986,8.191985
2557,A53037217_3,7.2783265,10.208941,8.217416
2558,A53037217_10,7.3788605,10.205585,8.255439
2559,K41859756_1,-0.57631016,0.83533233,9.391248
2560,K41859756_30,-0.35064822,2.8011048,6.5508485
2561,K41859756_3,-0.6091873,1.8495688,8.04936
2562,K41859756_10,-0.5823601,0.9791695,9.236628
2563,K44084986_1,-0.5695773,1.5672388,8.426059
2564,K44084986_30,-0.34107438,0.8368604,10.12688
2565,K44084986_3,-0.33786973,0.36455974,10.462526
2566,K44084986_10,-0.5489494,1.0608697,9.241888
2567,K79404599_1,-0.49877316,2.649293,7.8685336
2568,K79404599_30,-0.6967097,1.8380779,8.268491
2569,K79404599_3,-0.42639518,1.3999499,9.607463
2570,K79404599_10,-0.21241562,3.9573674,6.590739
2571,K84937637_1,-0.22703423,3.4690528,7.2435575
2572,K84937637_30,-0.46082532,0.8515599,9.43679
2573,K84937637_3,-0.5106969,0.8656131,9.539577
2574,K84937637_10,-0.3194964,2.5483007,7.5525327
2575,K99964838_1,0.42216432,5.3938956,4.847288
2576,K99964838_30,0.2527285,4.0051036,6.1335855
2577,K99964838_3,-0.2592463,4.2255235,5.8018436
2578,K99964838_10,0.6059291,6.393547,4.6372004
2579,K83837640_1,-0.43602872,1.8575255,7.987993
2580,K83837640_30,-0.5084167,0.6946392,9.853306
2581,K83837640_3,0.049320914,3.3062718,6.487009
2582,K83837640_10,-0.6107678,1.258106,8.855904
2583,K56957086_1,-0.39309573,0.5679445,10.45577
2584,K56957086_30,-0.44851756,0.91917974,9.576711
2585,K56957086_3,-0.30078778,1.0708154,9.060552
2586,K56957086_10,-0.5403046,1.1658845,8.870916
2587,K54330070_1,-0.38410422,0.75030005,10.203836
2588,K54330070_30,-0.25818637,2.1508667,7.1762805
2589,K54330070_3,-0.29460186,0.31626356,10.397361
2590,K54330070_10,-0.5636709,1.4584322,8.640601
2591,K26603252_1,-0.336135,3.062575,7.25094
2592,K26603252_30,-0.4579042,1.511036,8.250179
2593,K26603252_3,-0.48495886,0.6947041,10.076515
2594,K26603252_10,-0.37897822,0.63926303,10.301121
2595,K62304154_1,-0.49976277,1.516993,8.549767
2596,K62304154_30,-0.65468186,1.599044,8.352243
2597,K62304154_3,-0.4254117,0.68369997,9.930057
2598,K62304154_10,-0.59779036,1.2644048,8.836712
2599,K95435023_1,10.285876,8.879819,9.098129
2600,K95435023_30,-0.4455641,0.4595224,10.102311
2601,K95435023_3,-0.5418986,1.0686631,8.9711895
2602,K95435023_10,10.240032,8.91189,9.084046
2603,K24696047_1,-0.5934301,0.8293379,9.592323
2604,K24696047_30,2.8672078,8.904332,3.1943173
2605,K24696047_3,-0.34738272,0.44580442,10.052337
2606,K24696047_10,0.64149874,4.9143004,4.3203545
2607,K73319509_1,-0.4530309,1.7037139,8.058629
2608,K73319509_30,-0.5352057,1.8108693,7.918432
2609,K73319509_3,-0.49725908,0.8549382,9.426482
2610,K73319509_10,-0.48949867,0.98279774,9.457248
2611,K63068307_1,-0.19348474,3.7326696,5.7674627
2612,K63068307_30,1.8972312,8.035498,3.293352
2613,K63068307_3,-0.23613387,3.607383,5.7634463
2614,K63068307_10,-0.52545124,3.1077802,6.5472326
2615,K05104363_1,-0.5283018,1.3914363,8.616274
2616,K05104363_30,-0.54594284,0.94580966,9.305696
2617,K05104363_3,-0.5242284,1.3091984,8.675728
2618,K05104363_10,-0.53632593,1.6253396,8.548357
2619,K89162000_1,-0.40113336,2.4387922,7.3451223
2620,K89162000_30,-0.20373383,3.324847,6.308896
2621,K89162000_3,-0.40117112,4.357005,5.8327575
2622,K89162000_10,-0.14768286,3.666347,6.27695
2623,K92723993_1,0.04110255,5.275091,5.147683
2624,K92723993_30,1.0943253,6.274928,4.2750707
2625,K92723993_3,-0.56036866,1.7704024,8.415164
2626,K92723993_10,-0.6882713,2.2111752,7.888591
2627,K59184148_1,-0.31913152,0.43261716,10.762445
2628,K59184148_30,-0.15915427,3.4711165,5.7537603
2629,K59184148_3,-0.501084,1.450104,8.892374
2630,K59184148_10,-0.5877143,1.416959,8.867992
2631,K67298865_1,-0.30562383,0.37803876,10.812532
2632,K67298865_30,-0.27201682,0.1718384,11.013767
2633,K67298865_3,-0.28378925,0.19960614,10.957213
2634,K67298865_10,-0.32776895,0.29225758,10.415749
2635,K99616396_1,-0.58268124,1.1634625,8.901662
2636,K99616396_30,-0.17732738,3.8674133,5.767456
2637,K99616396_3,-0.4374287,3.222283,6.523056
2638,K99616396_10,-0.2995984,0.35509577,10.801003
2639,K67868012_1,-0.2828745,3.362356,6.766238
2640,K67868012_30,-0.3356888,0.32293808,10.231075
2641,K67868012_3,-0.31331655,0.86767775,10.111109
2642,K67868012_90,-0.19513091,1.0326306,9.499415
2643,K67868012_10,-0.37353653,1.0341208,9.891064
2644,A12230535_1,-0.5272364,1.0016917,8.954109
2645,A12230535_30,-0.5442792,0.82368946,9.491495
2646,A12230535_3,-0.33600047,0.30457804,10.405663
2647,A12230535_10,-0.3275524,0.5356372,10.642371
2648,K49865102_1,-0.4791304,0.5535295,10.146089
2649,K49865102_30,-0.485694,1.1292332,8.943726
2650,K49865102_3,-0.473535,1.4976823,8.696912
2651,K49865102_10,-0.5245472,0.6801218,9.728605
2652,K74514084_1,-0.47033045,1.5298772,8.653551
2653,K74514084_30,-0.57952607,1.2807822,8.625849
2654,K74514084_3,-0.56143576,1.2297032,8.850316
2655,K74514084_10,-0.46330035,2.1045482,7.7317376
2656,K85402309_1,-0.13012901,3.726081,6.031559
2657,K85402309_30,2.6671674,8.47966,3.0111928
2658,K85402309_3,-0.36271882,2.8547332,6.540458
2659,K85402309_10,-0.32857546,2.900744,6.4705353
2660,K68065987_1,-0.4921952,1.4547662,8.6479
2661,K68065987_30,2.5795534,8.318295,2.9837537
2662,K68065987_3,-0.5031721,1.4550139,8.503709
2663,K68065987_10,-0.346162,1.5990417,8.237668
2664,K77625799_1,-0.47660065,1.5305315,8.321866
2665,K77625799_30,2.534515,8.243259,2.994157
2666,K77625799_3,-0.4496321,1.1641272,8.986677
2667,K77625799_10,-0.4488482,0.760148,9.946495
2668,K15179513_1,0.3511943,5.5575333,4.390443
2669,K15179513_30,1.0954143,6.689175,3.5535383
2670,K15179513_3,0.079724066,5.022851,4.7325277
2671,K15179513_10,0.1286332,5.0632215,4.76836
2672,K68202742_1,-0.6602075,1.845583,8.027549
2673,K68202742_30,0.00030026925,3.5345998,6.332469
2674,K68202742_3,-0.36033046,0.6550513,10.395801
2675,K68202742_10,-0.5502509,0.8645208,9.575395
2676,K77908580_1,-0.553317,1.3543406,8.85166
2677,K77908580_30,-0.5553015,1.3043567,9.157858
2678,K77908580_3,-0.51987976,1.3041015,8.861852
2679,K77908580_10,-0.32816768,3.4143274,6.792431
2680,K78431006_1,-0.4762804,1.8641582,8.161252
2681,K78431006_30,-0.5358125,1.0000631,9.073711
2682,K78431006_3,-0.44465187,0.6481609,9.8964815
2683,K78431006_10,-0.47145796,0.5892757,9.937233
2684,A17883755_1,0.3623514,5.4680233,4.9738493
2685,A17883755_30,-0.40413055,4.024973,5.7517433
2686,A17883755_3,-0.3141896,4.279129,5.465029
2687,A17883755_10,-0.31710273,4.105665,5.6875696
2688,K02965346_1,-0.15423533,2.8717995,7.049
2689,K02965346_30,-0.55461717,1.007615,9.104099
2690,K02965346_3,-0.50400203,0.70974165,9.837114
2691,K02965346_10,-0.5586054,0.887952,9.499345
2692,K12867552_1,-0.42759582,0.73724025,10.059972
2693,K12867552_30,-0.61384284,2.3062344,7.885898
2694,K12867552_3,0.64149636,5.489857,4.3550262
2695,K12867552_10,-0.5840803,2.1950123,7.4997272
2696,K82135108_1,0.4994375,4.8536716,6.2319026
2697,K82135108_30,6.5154815,10.565813,7.898422
2698,K82135108_3,3.754597,9.399414,6.56423
2699,K82135108_10,8.77604,9.843905,8.67404
2700,K86930074_1,-0.36618093,2.831274,6.636685
2701,K86930074_30,2.4836996,8.2510395,3.0484846
2702,K86930074_3,-0.16028965,4.208055,5.484154
2703,K86930074_10,-0.20859586,3.5360193,5.9379225
2704,K23984367_1,-0.5845098,1.8141336,8.079659
2705,K23984367_30,-0.6241201,1.73695,8.123068
2706,K23984367_3,-0.30945066,3.3845885,6.7609587
2707,K23984367_10,-0.74030447,1.8866448,8.329147
2708,K81418486_1,-0.58217794,1.37622,8.803782
2709,K81418486_30,-0.5380403,1.2509216,8.847431
2710,K81418486_3,-0.46721232,1.4298781,8.717184
2711,K81418486_10,-0.42767012,1.5810924,8.676748
2712,K85479953_1,-0.17509449,3.36896,7.231383
2713,K85479953_30,-0.6874804,1.8803648,8.014015
2714,K85479953_3,-0.66478217,1.6670266,8.398607
2715,K85479953_10,-0.23586501,3.6958153,6.258546
2716,K64052750_1,-0.47142854,2.1115868,7.9660783
2717,K64052750_30,-0.56898236,1.2323346,8.688399
2718,K64052750_3,-0.5759903,1.8884064,8.069218
2719,K64052750_10,-0.39089316,2.2048542,7.9614105
2720,K52911425_1,-0.33200637,0.31331924,10.3692875
2721,K52911425_30,-0.07618527,1.320598,8.151274
2722,K52911425_3,-0.28059494,0.18964127,10.972276
2723,K52911425_10,-0.28281224,0.2063414,10.91207
2724,K07667918_1,-0.6932525,3.08967,7.1529765
2725,K07667918_30,0.10904763,4.0561595,5.546153
2726,K07667918_3,-0.61588,1.8867863,8.036282
2727,K07667918_10,0.030837664,3.856762,6.3550177
2728,K49328571_1,-0.50752556,0.82840234,9.895669
2729,K49328571_30,-0.61481386,1.1537374,8.783343
2730,K49328571_3,-0.35369292,0.8193711,9.963277
2731,K49328571_10,-0.5588468,0.9007944,9.430613
2732,A46836788_1,-0.47631076,1.3044052,8.9163685
2733,A46836788_30,1.5347323,6.812084,3.4820642
2734,A46836788_3,10.191434,8.976288,9.0944395
2735,A46836788_10,-0.17040768,1.6797853,7.8392467
2736,K59994571_1,3.9813905,10.628087,4.830204
2737,K59994571_3,2.8390274,9.5874,3.9217927
2738,K59994571_10,3.8001304,10.540146,4.805966
2739,K59994571_30,3.6819005,10.840767,6.4664574
2740,K81527538_1,0.022339053,2.5832698,6.720976
2741,K81527538_30,-0.24652475,0.14546737,11.151136
2742,K81527538_3,-0.0068818037,1.9473053,7.2106314
2743,K81527538_10,0.07645026,2.919606,6.396881
2744,K48580408_1,2.892358,9.56721,3.7063396
2745,K48580408_30,4.6799436,11.055216,4.6037626
2746,K48580408_3,1.8265662,7.4596496,3.2181742
2747,K48580408_10,4.076423,10.516759,4.044217
2748,K25531946_1,1.0648621,6.218068,4.165218
2749,K25531946_30,0.8160301,5.0164704,7.09761
2750,K25531946_3,-0.47905296,2.110009,8.099687
2751,K25531946_10,-0.4566748,1.079259,9.6742935
2752,K46835553_1,2.2123752,8.20621,3.4683943
2753,K46835553_3,3.4274259,10.0023985,3.6689837
2754,K46835553_9,4.375769,10.812069,4.4590855
2755,K46835553_30,7.5190563,10.193077,8.177094
2756,K32541941_1,-0.28621325,3.5510767,6.431555
2757,K32541941_30,-0.2996318,0.34727928,10.912084
2758,K32541941_3,-0.21807593,2.155564,7.4425926
2759,K32541941_10,-0.24788356,0.13253306,11.162075
