,compound_stem,u1,u2,u3
1811,K23204545_10,-0.16186963,4.5237823,5.4654355
1812,K58148589_1,0.1195354,4.8750205,5.7948194
1813,K58148589_30,-0.4461153,2.0918639,7.480885
1814,K58148589_3,-0.3796268,2.4643998,7.6952972
1815,K58148589_10,0.39326128,4.738966,5.8776517
1816,K93568044_1,-0.41590166,2.7036068,7.4434414
1817,K93568044_30,-0.50436556,2.8390014,7.3550496
1818,K93568044_3,-0.4715368,1.9387676,7.9575105
1819,K93568044_10,-0.22579488,3.863481,6.2041388
1820,K54262262_1,-0.15271507,3.3077607,7.47328
1821,K54262262_30,0.6458326,4.9636135,4.8905206
1822,K54262262_3,0.19810186,3.8599122,6.5715632
1823,K54262262_10,0.29701963,5.1506515,5.452665
1824,A53952395_1,-0.31826955,2.569276,7.644023
1825,A53952395_30,-0.44770116,1.2756104,8.939054
1826,A53952395_3,0.21744467,3.8037968,6.3004217
1827,A53952395_10,-0.35316488,1.0249734,9.404107
1828,K88682005_1,-0.440487,2.2648122,8.353415
1829,K88682005_30,-0.38550127,1.7406465,8.7589445
1830,K88682005_3,-0.44116017,1.8201056,8.694616
1831,K88682005_10,-0.087004185,4.7790103,5.969455
1832,K33106058_1,-0.43441305,1.0100735,9.631966
1833,K33106058_30,-0.2970599,0.5762219,10.228165
1834,K33106058_3,-0.45079356,1.0488427,9.521478
1835,K33106058_10,-0.5212506,0.880439,9.706957
1836,K53790871_1,0.7133423,6.3305593,4.9845924
1837,K53790871_30,-0.15380514,3.53314,6.8233857
1838,K53790871_3,0.12622446,4.836698,6.0050745
1839,K53790871_10,-0.36395344,3.8535538,6.689753
1840,K82143716_1,-0.23393974,0.29854655,10.313967
1841,K82143716_30,-0.26751152,0.25497898,10.706394
1842,K82143716_3,-0.27719045,0.1950038,10.949069
1843,K82143716_10,-0.30331227,0.19903377,10.79147
1844,K30480208_1,0.55719066,4.6822314,5.4051895
1845,K30480208_30,-0.2523925,2.5834687,7.5942354
1846,K30480208_3,-0.36941952,2.5967832,7.394378
1847,K30480208_10,-0.4962748,1.102375,8.972829
1848,K48195008_1,-0.12054844,2.5713606,7.7011795
1849,K48195008_30,-0.19171317,1.7509739,7.6303854
1850,K48195008_3,-0.36195508,1.1705143,9.180431
1851,K48195008_10,-0.14758003,1.8356763,7.6072645
1852,K58356174_1,-0.41385746,1.8516545,9.245544
1853,K58356174_30,7.4717164,10.931916,6.8827124
1854,K58356174_3,0.76079196,4.726561,4.307462
1855,K58356174_10,4.6721187,10.907937,4.6640716
1856,K72275235_1,0.22511683,3.1888406,5.610117
1857,K72275235_30,10.298942,8.882111,9.116098
1858,K72275235_3,5.0850663,10.960141,4.8528066
1859,K72275235_10,7.3695664,10.921418,6.834
1860,K76930787_1,-0.24132185,2.0224538,7.7575135
1861,K76930787_30,2.8811226,10.204917,5.775078
1862,K76930787_3,-0.4170663,1.066177,8.626803
1863,K76930787_10,2.710027,9.716,4.606411
1864,K75549105_1,-0.33492434,2.3625484,8.316964
1865,K75549105_30,5.1373425,11.132894,4.9748645
1866,K75549105_3,0.949202,6.000318,3.863852
1867,K75549105_10,2.8292093,9.601118,3.8106973
1868,K21953074_1,2.201177,8.599153,3.78462
1869,K21953074_30,10.194176,8.980713,9.102024
1870,K21953074_3,1.8228912,7.411043,3.330005
1871,K21953074_10,5.042726,10.990563,4.880073
1872,K29485507_1,3.1175213,9.666668,3.5673628
1873,K29485507_30,10.124508,9.032261,9.075121
1874,K29485507_3,5.406504,11.171658,5.26611
1875,K29485507_10,7.536651,10.91693,6.916127
1876,A72030200_1,1.8480786,8.134273,3.4429622
1877,A72030200_30,10.0967455,9.045822,9.086109
1878,A72030200_3,3.4498584,10.083509,3.7466197
1879,A72030200_10,5.2670684,11.165512,5.0771923
1880,K39783933_1,-0.4636592,3.2863379,6.5651746
1881,K39783933_30,0.84892595,5.011266,6.9771013
1882,K39783933_3,-0.40247408,1.1059848,8.955269
1883,K39783933_10,1.1095891,6.3697286,4.8729367
1884,K87470972_1,0.24896054,2.942521,6.262439
1885,K87470972_30,9.188277,9.676786,8.817391
1886,K87470972_3,0.89872795,5.034575,6.8062725
1887,K87470972_10,6.2541776,10.660177,7.774316
1888,K57676909_1,-0.456524,1.5298793,8.97914
1889,K57676909_30,8.408308,9.948389,8.5525
1890,K57676909_3,0.7460048,4.876877,7.179913
1891,K57676909_10,4.2952185,10.58903,6.9953256
1892,K49991295_1,0.49408317,4.7255883,5.1854134
1893,K49991295_30,5.525914,10.442024,7.3400817
1894,K49991295_3,0.27547985,4.376338,5.369914
1895,K49991295_10,4.117329,10.653647,4.452593
1896,K73625255_1,-0.3697065,2.4326882,7.7387304
1897,K73625255_30,10.041185,9.112813,9.054368
1898,K73625255_3,-0.61537665,1.2507229,8.732866
1899,K73625255_10,5.09807,11.010395,4.8972774
1900,K96486202_1,0.25917226,3.6932597,6.581219
1901,K96486202_30,1.0283505,5.767485,7.3054414
1902,K96486202_3,0.104839675,2.8565412,6.519835
1903,K96486202_10,1.6464406,7.6582527,4.386867
1904,A08869158_1,-0.78103805,1.7527987,8.316776
1905,A08869158_30,5.0104284,11.013803,4.9261312
1906,A08869158_3,-0.5063582,2.198557,7.168977
1907,A08869158_10,3.0972106,9.687535,3.582248
1908,K33766247_1,1.2391522,6.7101073,3.9337907
1909,K33766247_30,1.662761,7.9449344,3.4748428
1910,K33766247_3,0.52050424,5.2611403,4.9420815
1911,K33766247_10,2.4996777,9.075809,4.014858
1912,A74980173_1,10.3298235,8.852689,9.126035
1913,A74980173_30,10.3826475,8.806394,9.13613
1914,A74980173_3,10.385262,8.803743,9.138256
1915,A74980173_10,10.373926,8.8137455,9.138492
1916,K86921313_1,-0.26337707,3.784889,6.0096035
1917,K86921313_30,3.6566975,9.625304,6.4807806
1918,K86921313_3,-0.11247838,4.111513,5.4587216
1919,K86921313_10,0.41924962,4.0124354,5.566691
1920,K69425493_1,0.6858063,4.032891,5.0334005
1921,K69425493_30,3.4652276,10.575802,6.6888504
1922,K69425493_3,0.48364842,3.7586024,5.6269603
1923,K69425493_10,1.6135039,7.695235,4.7857094
1924,K84295647_10,4.893338,11.045763,4.829669
1925,A37847933_1,0.7864228,5.8856044,4.834624
1926,A37847933_30,9.2764225,9.629665,8.874181
1927,A37847933_3,0.6866654,6.3149457,4.7564
1928,A37847933_10,3.454621,9.809295,5.976753
1929,K95693102_1,-0.2743754,3.966936,5.566404
1930,K95693102_30,4.168965,11.193485,7.4065485
1931,K95693102_3,-0.3032566,1.15818,8.342383
1932,K95693102_10,2.6399624,9.398845,4.4433894
1933,K58275261_1,0.4615276,5.355695,4.34666
1934,K58275261_30,4.3513675,11.236973,7.572131
1935,K58275261_3,0.25344828,3.9208212,5.191033
1936,K58275261_10,3.8028145,10.996402,6.9266753
1937,A49323550_1,0.6261753,5.257246,5.2066445
1938,A49323550_30,2.5581746,8.703396,5.4308925
1939,A49323550_3,-0.1486755,3.1625125,6.6919966
1940,A49323550_10,2.4477644,9.04083,4.1608267
1941,A77779982_1,0.7160479,5.35594,5.2886124
1942,A77779982_30,8.186615,10.011246,8.486491
1943,A77779982_3,1.5432569,6.460326,8.046054
1944,A77779982_10,8.063155,10.035389,8.444895
1945,K65575399_1,0.9770029,6.3327947,4.015448
1946,K65575399_30,9.09725,9.743743,8.779494
1947,K65575399_3,4.9701877,11.080684,4.845253
1948,K65575399_10,6.7223425,11.085985,6.277379
1949,K55095735_1,1.5898745,7.72712,4.955053
1950,K55095735_30,10.087679,9.06941,9.06088
1951,K55095735_3,10.127771,9.037297,9.075769
1952,K55095735_10,10.374575,8.813147,9.137282
1953,K83209408_1,0.6150673,5.625285,4.1473207
1954,K83209408_30,7.575017,10.899547,6.9532375
1955,K83209408_3,-0.09282473,2.2880104,7.1945295
1956,K83209408_10,3.6474621,10.288044,3.925078
1957,K82542600_1,2.0573246,8.707936,3.9889202
1958,K82542600_30,1.9731933,8.671896,4.290591
1959,K82542600_3,0.7820834,6.3481107,4.306957
1960,K82542600_10,2.1182492,8.82215,3.7751527
1961,A97384971_1,0.22818267,4.4112554,5.3540993
1962,A97384971_30,9.032253,9.769205,8.753437
1963,A97384971_3,1.5284339,7.485284,4.6079993
1964,A97384971_10,8.683772,9.88835,8.645881
1965,K04559077_1,0.42476225,4.257972,5.1072016
1966,K04559077_30,3.80772,9.719284,6.3373537
1967,K04559077_3,2.7120616,8.662409,5.9834504
1968,K04559077_10,5.4831367,10.408504,7.3309093
1969,K84389876_1,0.87895375,6.0959816,4.5275626
1970,K84389876_30,3.6496372,10.49656,6.496949
1971,K84389876_3,-0.30219927,3.5616171,6.7414055
1972,K84389876_10,1.4888339,7.436397,4.8690844
1973,K39324687_1,7.127889,11.002983,6.604921
1974,K39324687_30,10.162046,8.99569,9.09961
1975,K39324687_3,10.125936,9.024762,9.092494
1976,K39324687_10,10.340637,8.843459,9.127969
1977,K44247019_1,-0.3219725,1.1917827,9.652292
1978,K44247019_30,4.779601,10.232628,6.896515
1979,K44247019_3,-0.13883436,1.8863485,7.5555344
1980,K44247019_10,1.819985,7.862416,3.473722
1981,K57965597_1,1.4467626,7.4840603,5.2606015
1982,K57965597_30,8.256071,10.025909,8.539782
1983,K57965597_3,2.7693708,8.780753,6.41698
1984,K57965597_10,2.837815,8.874983,6.4869094
1985,K17815004_1,1.1446275,6.327166,4.8369827
1986,K17815004_30,9.114988,9.723914,8.785515
1987,K17815004_3,2.9576182,9.041972,6.3023944
1988,K17815004_10,9.071209,9.7468405,8.775441
1989,K33488919_1,2.264302,9.015357,3.9100058
1990,K33488919_30,10.306573,8.874776,9.119652
1991,K33488919_3,7.1170874,11.00485,6.597245
1992,K33488919_10,10.368949,8.818306,9.135706
1993,A84924877_1,-0.4758709,1.4802991,8.961996
1994,A84924877_30,7.4010053,10.245103,8.211398
1995,A84924877_3,-0.6116235,1.6485834,8.192094
1996,A84924877_10,4.8798094,11.00155,4.8450375
1997,K89913396_1,0.80519086,6.0999703,4.2618914
1998,K89913396_30,8.944094,9.804402,8.719686
1999,K89913396_3,1.8910098,7.434086,3.1506138
2000,K89913396_10,5.1290255,11.124015,5.0036435
2001,K51097367_1,1.200951,5.968734,7.469003
2002,K51097367_30,10.016069,9.123839,9.053105
2003,K51097367_3,1.5694995,6.522053,7.939527
2004,K51097367_10,1.7297024,6.7734323,7.882901
2005,K98285021_1,1.2787974,6.0625277,7.6582236
2006,K98285021_30,3.2943237,9.542126,5.714498
2007,K98285021_3,1.2993578,6.1133885,7.6291633
2008,K98285021_10,1.3952657,6.3037343,7.5876865
2009,A16026564_1,0.27769688,3.4553049,6.5607886
2010,A16026564_30,2.5768507,8.464171,6.1563196
2011,A16026564_3,0.18929054,3.1094942,6.1979837
2012,A16026564_10,2.562277,8.980835,4.705117
2013,K38331193_1,0.39396036,4.9189515,5.8342934
2014,K38331193_30,5.6757607,10.482526,7.4765596
2015,K38331193_3,-0.3819411,1.5948948,9.789837
2016,K38331193_10,1.7669716,6.943274,7.5059867
2017,A28890268_1,1.6267008,6.572991,8.114832
2018,A28890268_30,9.379272,9.571588,8.891189
2019,A28890268_3,8.048648,10.037966,8.432102
2020,A28890268_10,8.272961,9.989697,8.505381
2021,A76178394_1,0.80281144,5.604182,5.000787
2022,A76178394_30,9.162941,9.695426,8.797346
2023,A76178394_3,-0.40585792,1.5513934,8.733632
2024,A76178394_10,4.1148596,9.79432,6.5879803
2025,K49300344_1,0.06746572,5.1146436,4.991194
2026,K49300344_30,9.487396,9.508691,8.910966
2027,K49300344_3,-0.0002586129,4.067613,5.3584795
2028,K49300344_10,4.283691,10.736034,4.4768376
2029,K11196887_1,0.12550417,3.062959,7.3782096
2030,K11196887_30,10.861715,2.7734325,3.1410327
2031,K11196887_3,1.5638053,6.172821,8.418227
2032,K11196887_10,1.7006488,6.3970103,8.38103
2033,K39880626_1,1.4473373,7.535515,3.5187066
2034,K39880626_30,6.83937,11.07166,6.357689
2035,K39880626_3,3.5174425,10.152877,3.8394518
2036,K39880626_10,4.4113655,10.855298,4.5209475
2037,K06657256_1,-0.056792237,4.1267705,5.361948
2038,K06657256_30,0.5439256,6.185896,4.6522636
2039,K06657256_3,-0.25965685,4.3008065,5.75577
2040,K06657256_10,1.0534259,7.00582,4.2896285
2041,K71146348_1,0.643556,4.5640016,7.233688
2042,K71146348_30,4.4931393,11.087228,7.521593
2043,K71146348_3,2.8960993,8.971997,6.382893
2044,K71146348_10,3.9854093,10.703574,6.9338765
2045,K01398663_1,4.326082,10.735053,4.3927436
2046,K01398663_30,10.387498,8.801375,9.139488
2047,K01398663_3,6.835585,11.050913,6.4371104
2048,K01398663_10,7.7218676,10.865839,7.052395
2049,K20552276_1,-0.16771889,4.040378,5.635539
2050,K20552276_30,10.140452,9.023071,9.082556
2051,K20552276_3,-0.30421576,1.7539418,7.6790247
2052,K20552276_10,6.638198,11.100611,6.1799593
2053,K76960799_1,-0.40560642,3.2280326,7.0676723
2054,K76960799_30,1.676314,7.8597193,3.51314
2055,K76960799_3,-0.36745042,2.2267973,7.090356
2056,K76960799_10,0.99180746,6.6767855,4.120529
2057,K93035233_1,0.6884577,5.7477846,4.2189007
2058,K93035233_30,3.106777,10.395597,5.8888903
2059,K93035233_3,0.571034,5.113139,4.554913
2060,K93035233_10,2.6366084,9.598145,4.4776716
2061,K27645915_1,1.7895764,7.914117,3.5013516
2062,K27645915_30,10.35684,8.828667,9.132949
2063,K27645915_3,3.2231998,9.873592,3.600662
2064,K27645915_10,5.668439,11.218151,5.36049
2065,K13091460_1,0.09631815,4.874915,5.8902736
2066,K13091460_30,6.4751887,10.032652,8.029914
2067,K13091460_3,1.4904996,6.425993,7.8005033
2068,K13091460_10,1.8719835,7.072511,7.6324267
2069,K54506017_1,-0.38644302,0.69300795,10.265231
2070,K54506017_30,5.341916,11.101477,5.324679
2071,K54506017_3,0.5652738,5.5121374,4.437275
2072,K54506017_10,4.1215453,10.678148,4.40737
2073,K68117818_1,0.35924718,5.7493367,4.830511
2074,K68117818_30,9.305725,9.62675,8.875993
2075,K68117818_3,0.18237036,4.2972784,4.967701
2076,K68117818_10,3.0205643,9.1761875,5.665115
2077,K19966784_1,0.056767512,3.1343205,7.146018
2078,K19966784_30,1.3718067,6.212322,7.712394
2079,K19966784_3,-0.41072085,1.7380143,8.207909
2080,K19966784_10,0.44811794,3.6293397,6.5463924
2081,K35808565_1,1.3674709,6.6899757,4.44342
2082,K35808565_30,1.2234883,6.604605,4.535771
2083,K35808565_3,4.1264253,9.942686,6.6585655
2084,K35808565_10,6.5373735,10.088628,8.000942
2085,K01197729_1,0.5676804,5.6387153,4.3305473
2086,K01197729_30,1.7807279,6.900714,7.739879
2087,K01197729_3,-0.43469095,2.1406555,7.9630265
2088,K01197729_10,1.7674923,7.0779347,7.127909
2089,K97197005_1,-0.6134997,1.7374244,8.023608
2090,K97197005_30,0.25357163,4.838298,5.6783876
2091,K97197005_3,-0.29980725,0.08543305,11.188689
2092,K97197005_10,-0.6557805,1.5956218,8.178664
2093,K06557128_1,-0.22273724,3.264898,6.3801007
2094,K06557128_30,0.9967226,6.4817405,4.1109176
2095,K06557128_3,-0.56282574,2.111589,7.88193
2096,K06557128_10,-0.5190189,0.8939997,9.31852
2097,K50938287_1,-0.08952242,4.2513156,5.8774247
2098,K50938287_30,0.041546058,3.8165953,6.473243
2099,K50938287_3,-0.06325976,4.459797,5.4848914
2100,K50938287_10,-0.5582256,2.305181,7.6230993
2101,K06674495_1,-0.40425855,1.7940669,8.564794
2102,K06674495_30,2.7274728,8.615621,3.091702
2103,K06674495_3,-0.19791286,2.476942,7.073441
2104,K06674495_10,2.6343362,8.371081,2.955875
2105,K62012036_1,1.9958483,7.711898,3.6820016
2106,K62012036_30,-0.10576728,3.9675236,6.2291794
2107,K62012036_3,2.0261796,7.812118,3.7728753
2108,K62012036_10,0.9516999,6.3692374,4.1327395
2109,K94358652_1,0.26092425,4.8775387,5.036677
2110,K94358652_30,-0.02322778,4.4353065,5.554756
2111,K94358652_3,0.43164924,6.0724907,4.532404
2112,K94358652_10,-0.062697865,4.4763107,5.5327044
2113,K61868322_1,-0.41623625,1.9106945,8.995605
2114,K61868322_30,1.4692442,6.399475,7.7029953
2115,K61868322_3,-0.3419743,1.0858322,10.309648
2116,K61868322_10,-0.3228184,1.6205181,9.995399
2117,A56359832_1,-0.48723793,2.6435685,7.7036586
2118,A56359832_30,-0.51721686,1.9590942,7.7741776
2119,A56359832_3,-0.5819427,1.4981815,8.400876
2120,A56359832_10,-0.4075671,1.978192,7.743049
2121,A06223204_1,-0.5419491,0.7823172,9.56471
2122,A06223204_30,-0.62205446,0.9501552,9.136924
2123,A06223204_3,-0.37220216,0.38700074,10.231148
2124,A06223204_10,-0.41769072,0.5999762,10.108224
2125,K04196797_1,-0.37091213,2.0670626,8.608007
2126,K04196797_30,-0.34715322,3.1775708,6.1713057
2127,K04196797_3,-0.649039,1.6951463,8.20938
2128,K04196797_10,-0.5481414,1.5658646,8.524406
2129,A04497688_1,-0.48655778,0.57363945,10.085176
2130,A04497688_30,-0.55513126,0.96920705,9.176989
2131,A04497688_3,-0.30404985,0.29089528,10.445455
2132,A04497688_10,-0.51298475,0.7087515,9.679916
2133,K15891719_1,-0.5035276,1.8920666,8.039016
2134,K15891719_30,-0.5062883,0.8270854,9.463035
2135,K15891719_3,-0.49828848,0.7806954,9.593255
2136,K15891719_10,-0.5982383,1.7503179,8.163741
2137,A53077924_1,-0.37145782,3.6675107,5.98579
2138,A53077924_30,0.31574303,5.4554505,5.1844106
2139,A53077924_3,-0.3305587,3.2720256,6.76093
2140,A53077924_10,0.84740424,6.832874,4.4903126
2141,K47150025_1,-0.53706384,1.2335974,8.543655
2142,K47150025_30,-0.515265,2.1132553,7.4450736
2143,K47150025_3,-0.54560536,0.92975056,9.07344
2144,K47150025_10,-0.48866302,0.5691963,9.874941
2145,A73871920_1,-0.14726496,4.1721296,5.89033
2146,A73871920_30,4.636096,10.307147,6.965056
2147,A73871920_3,0.27623487,5.2062144,5.6872067
2148,A73871920_10,1.6249002,6.63137,7.8413663
2149,K76773351_1,9.833366,9.176215,8.983731
2150,K76773351_30,-0.3191026,1.0492352,9.112855
2151,K76773351_3,-0.5030273,2.301622,7.483547
2152,K76773351_10,9.711797,9.218621,8.924468
2153,K08799216_1,-0.4707522,1.7821797,8.1293745
2154,K08799216_30,2.579411,8.311795,3.0036986
2155,K08799216_3,-0.02071223,3.0169752,6.874952
2156,K08799216_10,0.1602692,3.006655,6.378652
2157,A18115130_1,-0.10500116,3.8841345,6.280194
2158,A18115130_30,0.87140524,6.3386855,4.312151
2159,A18115130_3,0.57379836,6.0364237,4.410188
2160,A18115130_10,-0.2439632,3.6227999,6.6846375
2161,K06750613_1,-0.11319359,4.0666013,5.684323
2162,K06750613_30,0.15207681,4.8300533,4.5370364
2163,K06750613_3,0.26432797,5.3836365,4.71855
2164,K06750613_10,-0.28237253,3.4031284,5.974169
2165,K38292725_1,-0.40044066,2.5739663,8.240181
2166,K38292725_30,7.5023246,10.223355,8.289009
2167,K38292725_3,-0.40128157,0.9790495,9.916736
2168,K38292725_10,7.362615,10.2273,8.2481365
2169,K48300629_1,-0.6352434,2.1686769,7.6484733
2170,K48300629_30,0.6408959,5.4355884,4.595767
2171,K48300629_3,-0.21078143,3.2356656,6.719596
2172,K48300629_10,-0.6811804,1.9968686,7.823805
2173,K82846253_1,-0.6754945,1.7618128,8.288223
2174,K82846253_30,0.23880918,3.4061472,5.886917
2175,K82846253_3,-0.3137915,1.0278689,8.921646
2176,K82846253_10,-0.57448626,1.587825,8.132685
2177,A34255068_1,-0.67705697,1.738329,8.023867
2178,A34255068_30,-0.5143096,2.0448225,7.624182
2179,A34255068_3,-0.5868861,1.583742,8.312017
2180,A34255068_10,0.2318693,3.6831377,6.5066404
2181,K56334280_1,0.020882312,4.5206866,5.5584316
2182,K56334280_30,-0.55545056,2.1039202,7.6591496
2183,K56334280_3,0.31340554,4.435882,5.7722344
2184,K56334280_10,-0.5827241,1.846714,7.8512883
2185,K04394237_1,-0.59997225,1.5937593,8.236876
2186,K04394237_30,-0.13204327,2.69893,6.7339334
2187,K04394237_3,-0.5328312,0.8543085,9.384482
2188,K04394237_10,-0.4716264,1.1297011,8.893326
2189,K29582115_1,-0.03833492,3.7675135,6.307088
2190,K29582115_30,0.048557553,3.5797017,5.963624
2191,K29582115_3,-0.63147867,1.6292108,8.204856
2192,K29582115_10,0.55999124,5.4738173,4.5668874
2193,K76205745_1,0.5753087,6.013247,4.2776923
2194,K76205745_30,-0.55648565,2.3017988,8.238347
2195,K76205745_3,-0.35643417,3.8040354,6.4194646
2196,K76205745_10,-0.3633557,3.7643492,6.3466907
2197,K11558771_1,-0.089142606,4.0319524,6.208162
2198,K11558771_30,0.43955445,5.692268,4.488778
2199,K11558771_3,-0.64665955,2.1528163,7.8533854
2200,K11558771_10,-0.14348032,3.961558,6.272237
2201,K48935217_1,-0.6063407,1.7246485,8.056476
2202,K48935217_30,-0.5416235,1.8922268,7.9942384
2203,K48935217_3,-0.36336794,0.48052633,10.256762
2204,K48935217_10,-0.52972364,1.1135072,8.992715
2205,A39052811_1,1.5871459,7.6628103,3.412574
2206,A39052811_30,3.3814354,9.947012,3.6238403
2207,A39052811_3,1.5868671,7.647789,3.4193437
2208,A39052811_10,1.653871,7.7448173,3.4085908
2209,K49111258_1,-0.048923887,3.9734037,6.24985
2210,K49111258_30,0.88219845,6.4081507,4.1595745
2211,K49111258_3,-0.6182284,1.606789,8.268029
2212,K49111258_10,0.030383952,4.2346325,5.822769
2213,K66876909_1,1.7468554,7.107922,3.4245489
2214,K66876909_30,8.65029,9.747611,8.603803
2215,K66876909_3,1.7598764,7.1573215,3.4429095
2216,K66876909_10,7.2707243,10.240516,8.207728
2217,K17953061_1,0.16782254,5.273516,4.8144746
2218,K17953061_30,3.1394417,9.853544,3.7789426
2219,K17953061_3,-0.7136295,3.3309703,6.622241
2220,K17953061_10,-0.22002646,3.5408385,5.8400545
2221,K48617017_1,-0.6507164,1.7910866,8.013692
2222,K48617017_30,-0.5812252,2.1664093,7.6528497
2223,K48617017_3,-0.5589389,0.8871126,9.336881
2224,K48617017_10,0.11650606,4.313647,5.902224
2225,K99451608_1,0.5367585,5.2734838,5.1397305
2226,K99451608_30,-0.245921,3.3324156,6.7859883
2227,K99451608_3,-0.30702865,3.2545042,6.8658304
2228,K99451608_10,-0.09300372,3.7482085,6.442257
2229,A34462049_1,-0.48308656,1.1095746,9.618316
2230,A34462049_30,-0.4881488,1.7406812,8.624471
2231,A34462049_3,-0.44605005,0.4345133,10.172893
2232,A34462049_10,-0.46069893,0.85376686,9.447914
2233,K95366153_1,-0.21695821,3.1707838,7.4429054
2234,K95366153_30,-0.5208593,1.0702232,8.9743185
2235,K95366153_3,-0.5532135,0.9601011,9.272419
2236,K95366153_10,0.014337715,3.723208,6.4652066
2237,K53972329_1,-0.5943747,1.3439287,8.68795
2238,K53972329_30,-0.33860767,3.258188,6.166481
2239,K53972329_3,-0.50889385,0.8528212,9.497496
2240,K53972329_10,-0.6255286,1.4579806,8.547956
2241,K55187425_1,-0.6042022,1.5544086,8.3372555
2242,K55187425_30,-0.55754435,2.0618987,7.645437
2243,K55187425_3,-0.4559402,0.5314277,10.027938
2244,K55187425_10,-0.5353793,0.903546,9.100202
2245,K05185389_1,0.07248597,3.6538332,6.35753
2246,K05185389_30,-0.6281381,1.7794925,8.058445
2247,K05185389_3,-0.45231834,2.3059962,8.02599
2248,K05185389_10,-0.5715134,1.7212942,8.0714
2249,A55962179_1,-0.6296411,1.6291887,8.342449
2250,A55962179_30,0.21236661,2.7435668,6.4216814
2251,A55962179_3,-0.48832387,0.97246265,9.336501
2252,A55962179_10,-0.41088164,0.41604763,10.18618
2253,K17849083_1,-0.34857783,3.1796737,6.1640906
2254,K17849083_30,-0.53005505,2.908107,7.0068345
2255,K17849083_3,1.2960948,7.1353736,3.5714984
2256,K17849083_10,-0.06825204,3.74295,6.0486555
2257,A01787639_1,-0.56558263,1.5397147,8.620997
2258,A01787639_30,-0.50313705,1.1150149,8.773235
2259,A01787639_3,-0.6012073,1.0806011,8.869007
2260,A01787639_10,-0.4850705,0.9262095,9.611505
2261,K80738081_1,0.1247494,4.855532,5.7282743
2262,K80738081_30,0.33755758,5.5251803,4.2616115
2263,K80738081_3,-0.24625114,3.4167504,6.698991
2264,K80738081_10,-0.24270394,3.896164,6.05463
2265,A09056319_1,-0.36409104,0.6511743,10.228704
2266,A09056319_30,0.15319304,4.4412894,5.548712
2267,A09056319_3,-0.54253465,1.6058712,8.596262
2268,A09056319_10,-0.3873903,1.1632648,9.795947
2269,K20901660_1,-0.16133733,3.9609523,6.2868185
2270,K20901660_30,-0.3718917,3.240436,6.2988253
2271,K20901660_3,-0.21730171,3.3320415,6.2249045
2272,K20901660_10,-0.3889982,2.800824,6.6712236
2273,K88061624_1,-0.27215177,2.3076284,7.480626
2274,K88061624_30,-0.23399132,3.5777168,5.849229
2275,K88061624_3,-0.51770705,3.2403655,6.5573378
2276,K88061624_10,-0.13050927,4.443144,5.5702415
2277,A06317634_1,-0.5972865,1.9456397,7.8026104
2278,A06317634_30,-0.4264301,3.224909,6.3097944
2279,A06317634_3,0.32371244,5.6586556,4.3984957
2280,A06317634_10,-0.52868927,0.92171854,9.261257
2281,K29653726_1,0.08499364,5.144489,4.8628516
2282,K29653726_30,0.84289724,6.671608,4.3431854
2283,K29653726_3,-0.2139531,4.2602654,5.551614
2284,K29653726_10,0.7300101,6.326169,4.4002924
2285,K79759585_1,0.37756395,4.836308,5.3429284
2286,K79759585_30,0.26596606,3.1842566,6.102846
2287,K79759585_3,-0.31415015,3.5017893,6.447097
2288,K79759585_10,-0.022651166,3.8374417,6.0691156
2289,A86216746_1,0.56333625,5.1686845,4.8075275
2290,A86216746_30,-0.6150207,2.196154,7.5373
2291,A86216746_3,-0.6230892,1.6567504,8.187133
2292,A86216746_10,-0.38549742,3.460593,6.472146
2293,K75958195_1,-0.20596513,3.414412,6.64619
2294,K75958195_30,0.9374194,6.018808,4.500849
2295,K75958195_3,-0.46130338,1.556748,8.678212
2296,K75958195_10,0.8836799,6.3748116,4.410306
2297,K56277358_1,-0.38232556,1.4935689,8.511956
2298,K56277358_30,2.0901644,7.7154264,6.1020026
2299,K56277358_3,-0.59786344,1.8595228,8.082258
2300,K56277358_10,-0.34526077,0.33859816,10.589375
2301,A19661776_1,-0.19946422,4.0273547,6.1310425
2302,A19661776_30,-0.2686611,3.7599087,6.097239
2303,A19661776_3,-0.5550326,2.1080859,7.9151235
2304,A19661776_10,0.34210852,5.7048526,5.001285
2305,A19736161_1,-0.63092065,1.6415582,8.35351
2306,A19736161_30,-0.604279,1.6640257,8.228711
2307,A19736161_3,-0.5285837,0.9589487,9.143716
2308,A19736161_10,-0.42045787,1.0718949,9.059923
2309,A66479836_1,-0.40187728,1.1914715,9.029446
2310,A66479836_30,-0.24722345,3.7199116,6.3740625
2311,A66479836_3,-0.00092059915,4.5313816,5.5040803
2312,A66479836_10,-0.12301476,4.5306273,5.5734124
2313,K20168442_1,-0.5176549,0.75955915,9.6832075
2314,K20168442_30,-0.52745545,1.1290233,8.798225
2315,K20168442_3,-0.465816,0.5261937,10.079368
2316,K20168442_10,-0.47073555,0.78737843,9.463469
2317,A51714012_1,0.20849517,5.08678,4.8779783
2318,A51714012_30,1.0027349,6.4880433,4.1025414
2319,A51714012_3,-0.23013435,3.9283762,5.773526
2320,A51714012_10,-0.2755043,3.3664496,6.5088077
2321,K49555808_1,0.64766717,5.5971413,4.8270435
2322,K49555808_30,-0.5279922,0.9742006,9.223264
2323,K49555808_3,-0.6167797,1.7631685,8.075408
